state,municipality,vehicle_type,vehicle_species,axles,vehicle_count
RIO GRANDE DO SUL,PEDRO OSORIO,REBOQUE,CARGA,0,133
RIO GRANDE DO SUL,PEDRO OSORIO,REBOQUE,CARGA,1,91
RIO GRANDE DO SUL,PEDRO OSORIO,REBOQUE,CARGA,2,39
RIO GRANDE DO SUL,PEDRO OSORIO,REBOQUE,CARGA,3,1
RIO GRANDE DO SUL,PEDRO OSORIO,REBOQUE,ESPECIAL,0,5
RIO GRANDE DO SUL,PEDRO OSORIO,REBOQUE,ESPECIAL,1,10
RIO GRANDE DO SUL,PEDRO OSORIO,REBOQUE,ESPECIAL,2,3
RIO GRANDE DO SUL,PEDRO OSORIO,SEMI-REBOQUE,CARGA,0,45
RIO GRANDE DO SUL,PEDRO OSORIO,SEMI-REBOQUE,CARGA,1,4
RIO GRANDE DO SUL,PEDRO OSORIO,SEMI-REBOQUE,CARGA,2,51
RIO GRANDE DO SUL,PEDRO OSORIO,SEMI-REBOQUE,CARGA,3,15
RIO GRANDE DO SUL,PEDRO OSORIO,SEMI-REBOQUE,CARGA,4,3
RIO GRANDE DO SUL,PEDRO OSORIO,SEMI-REBOQUE,ESPECIAL,2,1
RIO GRANDE DO SUL,PEDRO OSORIO,SIDE-CAR,CARGA,1,1
RIO GRANDE DO SUL,PEDRO OSORIO,Sem Informação,Sem Informação,0,14
RIO GRANDE DO SUL,PEDRO OSORIO,TRATOR DE RODAS,TRACAO,0,1
RIO GRANDE DO SUL,PEDRO OSORIO,TRICICLO,PASSAGEIRO,0,1
RIO GRANDE DO SUL,PEDRO OSORIO,UTILITARIO,MISTO,0,8
RIO GRANDE DO SUL,PEDRO OSORIO,UTILITARIO,MISTO,2,23
RIO GRANDE DO SUL,PEJUCARA,AUTOMOVEL,ESPECIAL,0,1
RIO GRANDE DO SUL,PEJUCARA,AUTOMOVEL,MISTO,0,12
RIO GRANDE DO SUL,PEJUCARA,AUTOMOVEL,MISTO,2,1
RIO GRANDE DO SUL,PEJUCARA,AUTOMOVEL,PASSAGEIRO,0,1027
RIO GRANDE DO SUL,PEJUCARA,AUTOMOVEL,PASSAGEIRO,2,754
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO,CARGA,0,187
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO,CARGA,2,26
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO,CARGA,3,64
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO,CARGA,4,9
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO,ESPECIAL,0,2
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO,ESPECIAL,2,3
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO TRATOR,TRACAO,0,12
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO TRATOR,TRACAO,2,2
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO TRATOR,TRACAO,3,18
RIO GRANDE DO SUL,PEJUCARA,CAMINHAO TRATOR,TRACAO,4,1
RIO GRANDE DO SUL,PEJUCARA,CAMINHONETE,CARGA,0,147
RIO GRANDE DO SUL,PEJUCARA,CAMINHONETE,CARGA,2,150
RIO GRANDE DO SUL,PEJUCARA,CAMINHONETE,COLECAO,2,2
RIO GRANDE DO SUL,PEJUCARA,CAMINHONETE,ESPECIAL,0,99
RIO GRANDE DO SUL,PEJUCARA,CAMINHONETE,ESPECIAL,2,211
RIO GRANDE DO SUL,PEJUCARA,CAMIONETA,CARGA,0,27
RIO GRANDE DO SUL,PEJUCARA,CAMIONETA,CARGA,2,2
RIO GRANDE DO SUL,PEJUCARA,CAMIONETA,CARGA,3,1
RIO GRANDE DO SUL,PEJUCARA,CAMIONETA,MISTO,0,50
RIO GRANDE DO SUL,PEJUCARA,CAMIONETA,MISTO,2,75
RIO GRANDE DO SUL,PEJUCARA,CAMIONETA,PASSAGEIRO,0,2
RIO GRANDE DO SUL,PEJUCARA,CICLOMOTOR,PASSAGEIRO,0,3
RIO GRANDE DO SUL,PEJUCARA,CICLOMOTOR,PASSAGEIRO,2,1
RIO GRANDE DO SUL,PEJUCARA,MICROONIBUS,PASSAGEIRO,0,1
RIO GRANDE DO SUL,PEJUCARA,MICROONIBUS,PASSAGEIRO,2,6
RIO GRANDE DO SUL,PEJUCARA,MOTOCICLETA,PASSAGEIRO,0,287
RIO GRANDE DO SUL,PEJUCARA,MOTOCICLETA,PASSAGEIRO,2,110
RIO GRANDE DO SUL,PEJUCARA,MOTONETA,PASSAGEIRO,0,25
RIO GRANDE DO SUL,PEJUCARA,MOTONETA,PASSAGEIRO,2,14
RIO GRANDE DO SUL,PEJUCARA,MOTOR-CASA,ESPECIAL,0,1
RIO GRANDE DO SUL,PEJUCARA,MOTOR-CASA,ESPECIAL,2,2
RIO GRANDE DO SUL,PEJUCARA,ONIBUS,PASSAGEIRO,0,17
RIO GRANDE DO SUL,PEJUCARA,ONIBUS,PASSAGEIRO,2,2
RIO GRANDE DO SUL,PEJUCARA,ONIBUS,PASSAGEIRO,3,1
RIO GRANDE DO SUL,PEJUCARA,REBOQUE,CARGA,0,41
RIO GRANDE DO SUL,PEJUCARA,REBOQUE,CARGA,1,21
RIO GRANDE DO SUL,PEJUCARA,REBOQUE,CARGA,2,13
RIO GRANDE DO SUL,PEJUCARA,REBOQUE,ESPECIAL,2,7
RIO GRANDE DO SUL,PEJUCARA,SEMI-REBOQUE,CARGA,0,17
RIO GRANDE DO SUL,PEJUCARA,SEMI-REBOQUE,CARGA,2,18
RIO GRANDE DO SUL,PEJUCARA,SEMI-REBOQUE,CARGA,3,15
RIO GRANDE DO SUL,PEJUCARA,SEMI-REBOQUE,ESPECIAL,2,1
RIO GRANDE DO SUL,PEJUCARA,Sem Informação,Sem Informação,0,12
RIO GRANDE DO SUL,PEJUCARA,TRATOR DE RODAS,TRACAO,3,1
RIO GRANDE DO SUL,PEJUCARA,UTILITARIO,MISTO,0,14
RIO GRANDE DO SUL,PEJUCARA,UTILITARIO,MISTO,2,30
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,CARGA,0,3
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,COLECAO,0,46
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,COLECAO,2,170
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,ESPECIAL,0,19
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,ESPECIAL,2,3
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,MISTO,0,1116
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,MISTO,2,62
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,PASSAGEIRO,0,75695
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,PASSAGEIRO,2,62917
RIO GRANDE DO SUL,PELOTAS,AUTOMOVEL,PASSAGEIRO,3,2
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,CARGA,0,3250
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,CARGA,2,1258
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,CARGA,3,1092
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,CARGA,4,143
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,ESPECIAL,0,57
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,ESPECIAL,2,102
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,ESPECIAL,3,4
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,ESPECIAL,4,2
RIO GRANDE DO SUL,PELOTAS,CAMINHAO,TRACAO,0,1
RIO GRANDE DO SUL,PELOTAS,CAMINHAO TRATOR,CARGA,0,3
RIO GRANDE DO SUL,PELOTAS,CAMINHAO TRATOR,CARGA,2,4
RIO GRANDE DO SUL,PELOTAS,CAMINHAO TRATOR,CARGA,3,1
RIO GRANDE DO SUL,PELOTAS,CAMINHAO TRATOR,TRACAO,0,1025
RIO GRANDE DO SUL,PELOTAS,CAMINHAO TRATOR,TRACAO,2,178
RIO GRANDE DO SUL,PELOTAS,CAMINHAO TRATOR,TRACAO,3,1726
RIO GRANDE DO SUL,PELOTAS,CAMINHAO TRATOR,TRACAO,4,18
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,CARGA,0,3514
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,CARGA,2,4142
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,COLECAO,0,4
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,COLECAO,2,16
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,CORRIDA,0,1
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,ESPECIAL,0,2401
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,ESPECIAL,2,5706
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,MISTO,0,3
RIO GRANDE DO SUL,PELOTAS,CAMINHONETE,MISTO,2,2
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,CARGA,0,1148
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,CARGA,1,1
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,CARGA,2,42
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,COLECAO,2,4
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,CORRIDA,0,1
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,ESPECIAL,0,13
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,ESPECIAL,2,6
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,MISTO,0,3321
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,MISTO,2,6773
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,PASSAGEIRO,0,57
RIO GRANDE DO SUL,PELOTAS,CAMIONETA,PASSAGEIRO,2,1
RIO GRANDE DO SUL,PELOTAS,CICLOMOTOR,PASSAGEIRO,0,618
RIO GRANDE DO SUL,PELOTAS,CICLOMOTOR,PASSAGEIRO,2,258
RIO GRANDE DO SUL,PELOTAS,MICROONIBUS,ESPECIAL,0,1
RIO GRANDE DO SUL,PELOTAS,MICROONIBUS,ESPECIAL,2,18
RIO GRANDE DO SUL,PELOTAS,MICROONIBUS,PASSAGEIRO,0,250
RIO GRANDE DO SUL,PELOTAS,MICROONIBUS,PASSAGEIRO,2,275
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,CARGA,0,466
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,CARGA,2,156
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,COLECAO,0,2
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,COLECAO,2,11
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,CORRIDA,0,1
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,CORRIDA,2,1
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,PASSAGEIRO,0,32408
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,PASSAGEIRO,1,4
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,PASSAGEIRO,2,15724
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,PASSAGEIRO,20,1
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,PASSAGEIRO,41,1
RIO GRANDE DO SUL,PELOTAS,MOTOCICLETA,PASSAGEIRO,44,1
RIO GRANDE DO SUL,PELOTAS,MOTONETA,COLECAO,0,1
RIO GRANDE DO SUL,PELOTAS,MOTONETA,COLECAO,2,1
RIO GRANDE DO SUL,PELOTAS,MOTONETA,PASSAGEIRO,0,4109
RIO GRANDE DO SUL,PELOTAS,MOTONETA,PASSAGEIRO,2,3374
RIO GRANDE DO SUL,PELOTAS,MOTONETA,PASSAGEIRO,20,1
RIO GRANDE DO SUL,PELOTAS,MOTOR-CASA,CORRIDA,2,1
RIO GRANDE DO SUL,PELOTAS,MOTOR-CASA,ESPECIAL,0,132
RIO GRANDE DO SUL,PELOTAS,MOTOR-CASA,ESPECIAL,2,351
RIO GRANDE DO SUL,PELOTAS,MOTOR-CASA,ESPECIAL,3,4
RIO GRANDE DO SUL,PELOTAS,ONIBUS,ESPECIAL,0,23
RIO GRANDE DO SUL,PELOTAS,ONIBUS,ESPECIAL,2,9
RIO GRANDE DO SUL,PELOTAS,ONIBUS,ESPECIAL,3,2
RIO GRANDE DO SUL,PELOTAS,ONIBUS,PASSAGEIRO,0,827
RIO GRANDE DO SUL,PELOTAS,ONIBUS,PASSAGEIRO,2,333
RIO GRANDE DO SUL,PELOTAS,ONIBUS,PASSAGEIRO,3,39
RIO GRANDE DO SUL,PELOTAS,ONIBUS,PASSAGEIRO,4,13
RIO GRANDE DO SUL,PELOTAS,QUADRICICLO,PASSAGEIRO,0,2
RIO GRANDE DO SUL,PELOTAS,REBOQUE,CARGA,0,4203
RIO GRANDE DO SUL,PELOTAS,REBOQUE,CARGA,1,2475
RIO GRANDE DO SUL,PELOTAS,REBOQUE,CARGA,2,556
RIO GRANDE DO SUL,PELOTAS,REBOQUE,CARGA,3,10
RIO GRANDE DO SUL,PELOTAS,REBOQUE,ESPECIAL,0,174
RIO GRANDE DO SUL,PELOTAS,REBOQUE,ESPECIAL,1,231
RIO GRANDE DO SUL,PELOTAS,REBOQUE,ESPECIAL,2,167
RIO GRANDE DO SUL,PELOTAS,REBOQUE,PASSAGEIRO,0,1
RIO GRANDE DO SUL,PELOTAS,REBOQUE,PASSAGEIRO,2,2
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,CARGA,0,1813
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,CARGA,1,83
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,CARGA,2,1121
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,CARGA,3,1099
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,CARGA,4,402
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,ESPECIAL,0,19
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,ESPECIAL,1,1
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,ESPECIAL,2,75
RIO GRANDE DO SUL,PELOTAS,SEMI-REBOQUE,TRACAO,0,1
RIO GRANDE DO SUL,PELOTAS,SIDE-CAR,CARGA,0,4
RIO GRANDE DO SUL,PELOTAS,SIDE-CAR,CARGA,1,2
RIO GRANDE DO SUL,PELOTAS,Sem Informação,COLECAO,0,2
RIO GRANDE DO SUL,PELOTAS,Sem Informação,ESPECIAL,0,9
RIO GRANDE DO SUL,PELOTAS,Sem Informação,Sem Informação,0,1067
RIO GRANDE DO SUL,PELOTAS,TRATOR DE RODAS,CARGA,0,3
RIO GRANDE DO SUL,PELOTAS,TRATOR DE RODAS,ESPECIAL,0,8
RIO GRANDE DO SUL,PELOTAS,TRATOR DE RODAS,TRACAO,0,162
RIO GRANDE DO SUL,PELOTAS,TRATOR DE RODAS,TRACAO,2,91
RIO GRANDE DO SUL,PELOTAS,TRATOR DE RODAS,TRACAO,3,1
RIO GRANDE DO SUL,PELOTAS,TRATOR DE RODAS,TRACAO,4,2
RIO GRANDE DO SUL,PELOTAS,TRATOR MISTO,CARGA,0,1
RIO GRANDE DO SUL,PELOTAS,TRATOR MISTO,TRACAO,0,2
RIO GRANDE DO SUL,PELOTAS,TRICICLO,CARGA,0,22
RIO GRANDE DO SUL,PELOTAS,TRICICLO,CARGA,2,3
RIO GRANDE DO SUL,PELOTAS,TRICICLO,PASSAGEIRO,0,21
RIO GRANDE DO SUL,PELOTAS,TRICICLO,PASSAGEIRO,2,10
RIO GRANDE DO SUL,PELOTAS,UTILITARIO,MISTO,0,663
RIO GRANDE DO SUL,PELOTAS,UTILITARIO,MISTO,2,3091
RIO GRANDE DO SUL,PICADA CAFE,AUTOMOVEL,COLECAO,0,1
RIO GRANDE DO SUL,PICADA CAFE,AUTOMOVEL,COLECAO,2,9
RIO GRANDE DO SUL,PICADA CAFE,AUTOMOVEL,ESPECIAL,0,1
RIO GRANDE DO SUL,PICADA CAFE,AUTOMOVEL,MISTO,0,20
RIO GRANDE DO SUL,PICADA CAFE,AUTOMOVEL,MISTO,2,2
RIO GRANDE DO SUL,PICADA CAFE,AUTOMOVEL,PASSAGEIRO,0,1267
RIO GRANDE DO SUL,PICADA CAFE,AUTOMOVEL,PASSAGEIRO,2,1312
RIO GRANDE DO SUL,PICADA CAFE,CAMINHAO,CARGA,0,58
RIO GRANDE DO SUL,PICADA CAFE,CAMINHAO,CARGA,2,30
RIO GRANDE DO SUL,PICADA CAFE,CAMINHAO,CARGA,3,24
RIO GRANDE DO SUL,PICADA CAFE,CAMINHAO,ESPECIAL,0,1
RIO GRANDE DO SUL,PICADA CAFE,CAMINHAO TRATOR,TRACAO,0,4
RIO GRANDE DO SUL,PICADA CAFE,CAMINHAO TRATOR,TRACAO,2,5
RIO GRANDE DO SUL,PICADA CAFE,CAMINHAO TRATOR,TRACAO,3,1
RIO GRANDE DO SUL,PICADA CAFE,CAMINHONETE,CARGA,0,110
RIO GRANDE DO SUL,PICADA CAFE,CAMINHONETE,CARGA,2,129
RIO GRANDE DO SUL,PICADA CAFE,CAMINHONETE,ESPECIAL,0,54
RIO GRANDE DO SUL,PICADA CAFE,CAMINHONETE,ESPECIAL,2,122
RIO GRANDE DO SUL,PICADA CAFE,CAMIONETA,CARGA,0,8
RIO GRANDE DO SUL,PICADA CAFE,CAMIONETA,CARGA,2,1
RIO GRANDE DO SUL,PICADA CAFE,CAMIONETA,MISTO,0,82
RIO GRANDE DO SUL,PICADA CAFE,CAMIONETA,MISTO,2,149
RIO GRANDE DO SUL,PICADA CAFE,CICLOMOTOR,PASSAGEIRO,0,2
RIO GRANDE DO SUL,PICADA CAFE,MICROONIBUS,ESPECIAL,2,1
RIO GRANDE DO SUL,PICADA CAFE,MICROONIBUS,PASSAGEIRO,0,13
RIO GRANDE DO SUL,PICADA CAFE,MICROONIBUS,PASSAGEIRO,2,12
RIO GRANDE DO SUL,PICADA CAFE,MOTOCICLETA,CARGA,0,1
RIO GRANDE DO SUL,PICADA CAFE,MOTOCICLETA,COLECAO,2,1
RIO GRANDE DO SUL,PICADA CAFE,MOTOCICLETA,PASSAGEIRO,0,336
RIO GRANDE DO SUL,PICADA CAFE,MOTOCICLETA,PASSAGEIRO,2,246
RIO GRANDE DO SUL,PICADA CAFE,MOTONETA,PASSAGEIRO,0,54
RIO GRANDE DO SUL,PICADA CAFE,MOTONETA,PASSAGEIRO,2,44
RIO GRANDE DO SUL,PICADA CAFE,MOTOR-CASA,ESPECIAL,0,3
RIO GRANDE DO SUL,PICADA CAFE,MOTOR-CASA,ESPECIAL,2,4
RIO GRANDE DO SUL,PICADA CAFE,ONIBUS,PASSAGEIRO,0,53
RIO GRANDE DO SUL,PICADA CAFE,ONIBUS,PASSAGEIRO,2,11
RIO GRANDE DO SUL,PICADA CAFE,REBOQUE,CARGA,0,121
RIO GRANDE DO SUL,PICADA CAFE,REBOQUE,CARGA,1,59
RIO GRANDE DO SUL,PICADA CAFE,REBOQUE,CARGA,2,7
RIO GRANDE DO SUL,PICADA CAFE,REBOQUE,ESPECIAL,0,3
RIO GRANDE DO SUL,PICADA CAFE,REBOQUE,ESPECIAL,1,3
RIO GRANDE DO SUL,PICADA CAFE,SEMI-REBOQUE,CARGA,0,4
RIO GRANDE DO SUL,PICADA CAFE,SEMI-REBOQUE,CARGA,2,3
RIO GRANDE DO SUL,PICADA CAFE,SEMI-REBOQUE,CARGA,3,8
RIO GRANDE DO SUL,PICADA CAFE,Sem Informação,ESPECIAL,0,1
RIO GRANDE DO SUL,PICADA CAFE,Sem Informação,Sem Informação,0,14
RIO GRANDE DO SUL,PICADA CAFE,TRATOR DE RODAS,ESPECIAL,0,3
RIO GRANDE DO SUL,PICADA CAFE,TRATOR DE RODAS,TRACAO,0,10
RIO GRANDE DO SUL,PICADA CAFE,TRATOR DE RODAS,TRACAO,2,3
RIO GRANDE DO SUL,PICADA CAFE,UTILITARIO,MISTO,0,18
RIO GRANDE DO SUL,PICADA CAFE,UTILITARIO,MISTO,2,76
RIO GRANDE DO SUL,PINHAL,AUTOMOVEL,COLECAO,2,3
RIO GRANDE DO SUL,PINHAL,AUTOMOVEL,ESPECIAL,0,1
RIO GRANDE DO SUL,PINHAL,AUTOMOVEL,MISTO,0,7
RIO GRANDE DO SUL,PINHAL,AUTOMOVEL,PASSAGEIRO,0,455
RIO GRANDE DO SUL,PINHAL,AUTOMOVEL,PASSAGEIRO,2,623
RIO GRANDE DO SUL,PINHAL,CAMINHAO,CARGA,0,69
RIO GRANDE DO SUL,PINHAL,CAMINHAO,CARGA,2,42
RIO GRANDE DO SUL,PINHAL,CAMINHAO,CARGA,3,41
RIO GRANDE DO SUL,PINHAL,CAMINHAO,CARGA,4,6
RIO GRANDE DO SUL,PINHAL,CAMINHAO,ESPECIAL,0,14
RIO GRANDE DO SUL,PINHAL,CAMINHAO,ESPECIAL,2,9
RIO GRANDE DO SUL,PINHAL,CAMINHAO TRATOR,TRACAO,0,9
RIO GRANDE DO SUL,PINHAL,CAMINHAO TRATOR,TRACAO,2,2
RIO GRANDE DO SUL,PINHAL,CAMINHAO TRATOR,TRACAO,3,42
RIO GRANDE DO SUL,PINHAL,CAMINHONETE,CARGA,0,84
RIO GRANDE DO SUL,PINHAL,CAMINHONETE,CARGA,2,121
RIO GRANDE DO SUL,PINHAL,CAMINHONETE,ESPECIAL,0,28
RIO GRANDE DO SUL,PINHAL,CAMINHONETE,ESPECIAL,2,81
RIO GRANDE DO SUL,PINHAL,CAMIONETA,CARGA,0,2
RIO GRANDE DO SUL,PINHAL,CAMIONETA,MISTO,0,18
RIO GRANDE DO SUL,PINHAL,CAMIONETA,MISTO,1,1
RIO GRANDE DO SUL,PINHAL,CAMIONETA,MISTO,2,32
RIO GRANDE DO SUL,PINHAL,CAMIONETA,PASSAGEIRO,0,1
RIO GRANDE DO SUL,PINHAL,MICROONIBUS,PASSAGEIRO,0,1
RIO GRANDE DO SUL,PINHAL,MICROONIBUS,PASSAGEIRO,2,4
RIO GRANDE DO SUL,PINHAL,MOTOCICLETA,CARGA,2,2
RIO GRANDE DO SUL,PINHAL,MOTOCICLETA,PASSAGEIRO,0,294
RIO GRANDE DO SUL,PINHAL,MOTOCICLETA,PASSAGEIRO,2,231
RIO GRANDE DO SUL,PINHAL,MOTONETA,PASSAGEIRO,0,29
RIO GRANDE DO SUL,PINHAL,MOTONETA,PASSAGEIRO,2,42
RIO GRANDE DO SUL,PINHAL,ONIBUS,PASSAGEIRO,0,7
RIO GRANDE DO SUL,PINHAL,ONIBUS,PASSAGEIRO,2,4
RIO GRANDE DO SUL,PINHAL,REBOQUE,CARGA,0,16
RIO GRANDE DO SUL,PINHAL,REBOQUE,CARGA,1,23
RIO GRANDE DO SUL,PINHAL,REBOQUE,CARGA,3,1
RIO GRANDE DO SUL,PINHAL,REBOQUE,ESPECIAL,2,1
RIO GRANDE DO SUL,PINHAL,SEMI-REBOQUE,CARGA,0,9
RIO GRANDE DO SUL,PINHAL,SEMI-REBOQUE,CARGA,2,5
RIO GRANDE DO SUL,PINHAL,SEMI-REBOQUE,CARGA,3,11
RIO GRANDE DO SUL,PINHAL,SEMI-REBOQUE,CARGA,4,11
RIO GRANDE DO SUL,PINHAL,SEMI-REBOQUE,ESPECIAL,2,1
RIO GRANDE DO SUL,PINHAL,Sem Informação,Sem Informação,0,3
RIO GRANDE DO SUL,PINHAL,TRATOR DE RODAS,TRACAO,2,1
RIO GRANDE DO SUL,PINHAL,UTILITARIO,MISTO,0,3
RIO GRANDE DO SUL,PINHAL,UTILITARIO,MISTO,2,28
RIO GRANDE DO SUL,PINHAL DA SERRA,AUTOMOVEL,MISTO,0,5
RIO GRANDE DO SUL,PINHAL DA SERRA,AUTOMOVEL,PASSAGEIRO,0,494
RIO GRANDE DO SUL,PINHAL DA SERRA,AUTOMOVEL,PASSAGEIRO,2,343
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHAO,CARGA,0,56
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHAO,CARGA,2,23
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHAO,CARGA,3,17
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHAO,CARGA,4,5
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHAO TRATOR,TRACAO,2,3
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHAO TRATOR,TRACAO,3,5
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHONETE,CARGA,0,76
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHONETE,CARGA,2,60
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHONETE,ESPECIAL,0,31
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMINHONETE,ESPECIAL,2,81
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMIONETA,CARGA,0,4
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMIONETA,ESPECIAL,0,1
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMIONETA,MISTO,0,17
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMIONETA,MISTO,2,31
RIO GRANDE DO SUL,PINHAL DA SERRA,CAMIONETA,PASSAGEIRO,0,2
RIO GRANDE DO SUL,PINHAL DA SERRA,CICLOMOTOR,PASSAGEIRO,2,1
RIO GRANDE DO SUL,PINHAL DA SERRA,MICROONIBUS,PASSAGEIRO,0,5
RIO GRANDE DO SUL,PINHAL DA SERRA,MICROONIBUS,PASSAGEIRO,2,8
RIO GRANDE DO SUL,PINHAL DA SERRA,MOTOCICLETA,CARGA,2,1
RIO GRANDE DO SUL,PINHAL DA SERRA,MOTOCICLETA,PASSAGEIRO,0,120
RIO GRANDE DO SUL,PINHAL DA SERRA,MOTOCICLETA,PASSAGEIRO,2,56
RIO GRANDE DO SUL,PINHAL DA SERRA,MOTONETA,PASSAGEIRO,0,4
RIO GRANDE DO SUL,PINHAL DA SERRA,MOTONETA,PASSAGEIRO,2,6
RIO GRANDE DO SUL,PINHAL DA SERRA,MOTOR-CASA,ESPECIAL,2,2
RIO GRANDE DO SUL,PINHAL DA SERRA,ONIBUS,PASSAGEIRO,0,14
RIO GRANDE DO SUL,PINHAL DA SERRA,ONIBUS,PASSAGEIRO,2,10
RIO GRANDE DO SUL,PINHAL DA SERRA,REBOQUE,CARGA,0,17
RIO GRANDE DO SUL,PINHAL DA SERRA,REBOQUE,CARGA,1,4
RIO GRANDE DO SUL,PINHAL DA SERRA,REBOQUE,CARGA,2,8
RIO GRANDE DO SUL,PINHAL DA SERRA,REBOQUE,ESPECIAL,2,1
RIO GRANDE DO SUL,PINHAL DA SERRA,SEMI-REBOQUE,CARGA,2,6
RIO GRANDE DO SUL,PINHAL DA SERRA,SEMI-REBOQUE,CARGA,3,4
RIO GRANDE DO SUL,PINHAL DA SERRA,SEMI-REBOQUE,CARGA,4,1
RIO GRANDE DO SUL,PINHAL DA SERRA,Sem Informação,Sem Informação,0,1
RIO GRANDE DO SUL,PINHAL DA SERRA,TRATOR DE RODAS,TRACAO,2,1
RIO GRANDE DO SUL,PINHAL DA SERRA,UTILITARIO,MISTO,0,1
RIO GRANDE DO SUL,PINHAL DA SERRA,UTILITARIO,MISTO,2,8
RIO GRANDE DO SUL,PINHAL GRANDE,AUTOMOVEL,ESPECIAL,0,1
RIO GRANDE DO SUL,PINHAL GRANDE,AUTOMOVEL,MISTO,0,23
RIO GRANDE DO SUL,PINHAL GRANDE,AUTOMOVEL,MISTO,2,3
RIO GRANDE DO SUL,PINHAL GRANDE,AUTOMOVEL,PASSAGEIRO,0,807
RIO GRANDE DO SUL,PINHAL GRANDE,AUTOMOVEL,PASSAGEIRO,2,615
