state,municipality,vehicle_type,vehicle_species,axles,vehicle_count,vehicle_class
SAO PAULO,OUROESTE,SEMI-REBOQUE,CARGA,4,4,IMPLEMENTO
SAO PAULO,OUROESTE,SEMI-REBOQUE,ESPECIAL,0,2,IMPLEMENTO
SAO PAULO,OUROESTE,Sem Informação,Sem Informação,0,15,NAO_CLASSIFICADO
SAO PAULO,OUROESTE,TRATOR DE RODAS,TRACAO,4,4,PESADO
SAO PAULO,OUROESTE,TRICICLO,CARGA,0,1,MOTO
SAO PAULO,OUROESTE,TRICICLO,PASSAGEIRO,0,2,MOTO
SAO PAULO,OUROESTE,UTILITARIO,MISTO,0,62,CARRO
SAO PAULO,PACAEMBU,AUTOMOVEL,COLECAO,0,4,CARRO
SAO PAULO,PACAEMBU,AUTOMOVEL,ESPECIAL,0,1,CARRO
SAO PAULO,PACAEMBU,AUTOMOVEL,MISTO,0,39,CARRO
SAO PAULO,PACAEMBU,AUTOMOVEL,MISTO,2,1,CARRO
SAO PAULO,PACAEMBU,AUTOMOVEL,PASSAGEIRO,0,4763,CARRO
SAO PAULO,PACAEMBU,AUTOMOVEL,PASSAGEIRO,2,9,CARRO
SAO PAULO,PACAEMBU,CAMINHAO,CARGA,0,104,PESADO
SAO PAULO,PACAEMBU,CAMINHAO,CARGA,2,37,PESADO
SAO PAULO,PACAEMBU,CAMINHAO,CARGA,3,67,PESADO
SAO PAULO,PACAEMBU,CAMINHAO,CARGA,4,1,PESADO
SAO PAULO,PACAEMBU,CAMINHAO,ESPECIAL,0,13,PESADO
SAO PAULO,PACAEMBU,CAMINHAO,ESPECIAL,3,1,PESADO
SAO PAULO,PACAEMBU,CAMINHAO TRATOR,CARGA,0,1,PESADO
SAO PAULO,PACAEMBU,CAMINHAO TRATOR,CARGA,2,3,PESADO
SAO PAULO,PACAEMBU,CAMINHAO TRATOR,TRACAO,0,8,PESADO
SAO PAULO,PACAEMBU,CAMINHAO TRATOR,TRACAO,2,11,PESADO
SAO PAULO,PACAEMBU,CAMINHAO TRATOR,TRACAO,3,149,PESADO
SAO PAULO,PACAEMBU,CAMINHAO TRATOR,TRACAO,4,1,PESADO
SAO PAULO,PACAEMBU,CAMINHONETE,CARGA,0,392,CARRO
SAO PAULO,PACAEMBU,CAMINHONETE,CARGA,2,16,CARRO
SAO PAULO,PACAEMBU,CAMINHONETE,ESPECIAL,0,296,CARRO
SAO PAULO,PACAEMBU,CAMIONETA,CARGA,0,52,CARRO
SAO PAULO,PACAEMBU,CAMIONETA,CARGA,2,8,CARRO
SAO PAULO,PACAEMBU,CAMIONETA,COLECAO,0,1,CARRO
SAO PAULO,PACAEMBU,CAMIONETA,ESPECIAL,0,3,CARRO
SAO PAULO,PACAEMBU,CAMIONETA,MISTO,0,192,CARRO
SAO PAULO,PACAEMBU,CAMIONETA,MISTO,2,3,CARRO
SAO PAULO,PACAEMBU,CAMIONETA,PASSAGEIRO,0,3,CARRO
SAO PAULO,PACAEMBU,CICLOMOTOR,PASSAGEIRO,0,13,MOTO
SAO PAULO,PACAEMBU,MICROONIBUS,PASSAGEIRO,0,27,PESADO
SAO PAULO,PACAEMBU,MICROONIBUS,PASSAGEIRO,2,5,PESADO
SAO PAULO,PACAEMBU,MOTOCICLETA,CARGA,0,20,MOTO
SAO PAULO,PACAEMBU,MOTOCICLETA,PASSAGEIRO,0,1090,MOTO
SAO PAULO,PACAEMBU,MOTONETA,PASSAGEIRO,0,274,MOTO
SAO PAULO,PACAEMBU,MOTONETA,PASSAGEIRO,2,1,MOTO
SAO PAULO,PACAEMBU,MOTOR-CASA,ESPECIAL,0,1,PESADO
SAO PAULO,PACAEMBU,ONIBUS,PASSAGEIRO,0,39,PESADO
SAO PAULO,PACAEMBU,ONIBUS,PASSAGEIRO,2,6,PESADO
SAO PAULO,PACAEMBU,REBOQUE,CARGA,0,234,IMPLEMENTO
SAO PAULO,PACAEMBU,REBOQUE,CARGA,1,22,IMPLEMENTO
SAO PAULO,PACAEMBU,REBOQUE,CARGA,2,5,IMPLEMENTO
SAO PAULO,PACAEMBU,REBOQUE,CARGA,3,1,IMPLEMENTO
SAO PAULO,PACAEMBU,REBOQUE,CARGA,4,2,IMPLEMENTO
SAO PAULO,PACAEMBU,REBOQUE,ESPECIAL,0,31,IMPLEMENTO
SAO PAULO,PACAEMBU,REBOQUE,PASSAGEIRO,0,1,IMPLEMENTO
SAO PAULO,PACAEMBU,SEMI-REBOQUE,CARGA,0,175,IMPLEMENTO
SAO PAULO,PACAEMBU,SEMI-REBOQUE,CARGA,1,1,IMPLEMENTO
SAO PAULO,PACAEMBU,SEMI-REBOQUE,CARGA,2,8,IMPLEMENTO
SAO PAULO,PACAEMBU,SEMI-REBOQUE,CARGA,3,56,IMPLEMENTO
SAO PAULO,PACAEMBU,SEMI-REBOQUE,CARGA,4,32,IMPLEMENTO
SAO PAULO,PACAEMBU,SEMI-REBOQUE,ESPECIAL,0,8,IMPLEMENTO
SAO PAULO,PACAEMBU,SEMI-REBOQUE,ESPECIAL,2,1,IMPLEMENTO
SAO PAULO,PACAEMBU,Sem Informação,Sem Informação,0,10,NAO_CLASSIFICADO
SAO PAULO,PACAEMBU,TRICICLO,CARGA,0,1,MOTO
SAO PAULO,PACAEMBU,TRICICLO,PASSAGEIRO,0,2,MOTO
SAO PAULO,PACAEMBU,UTILITARIO,MISTO,0,56,CARRO
SAO PAULO,PALESTINA,AUTOMOVEL,COLECAO,0,1,CARRO
SAO PAULO,PALESTINA,AUTOMOVEL,ESPECIAL,0,1,CARRO
SAO PAULO,PALESTINA,AUTOMOVEL,MISTO,0,50,CARRO
SAO PAULO,PALESTINA,AUTOMOVEL,MISTO,2,2,CARRO
SAO PAULO,PALESTINA,AUTOMOVEL,PASSAGEIRO,0,4935,CARRO
SAO PAULO,PALESTINA,AUTOMOVEL,PASSAGEIRO,2,12,CARRO
SAO PAULO,PALESTINA,CAMINHAO,CARGA,0,99,PESADO
SAO PAULO,PALESTINA,CAMINHAO,CARGA,2,20,PESADO
SAO PAULO,PALESTINA,CAMINHAO,CARGA,3,96,PESADO
SAO PAULO,PALESTINA,CAMINHAO,CARGA,4,6,PESADO
SAO PAULO,PALESTINA,CAMINHAO,ESPECIAL,0,8,PESADO
SAO PAULO,PALESTINA,CAMINHAO TRATOR,TRACAO,0,13,PESADO
SAO PAULO,PALESTINA,CAMINHAO TRATOR,TRACAO,2,2,PESADO
SAO PAULO,PALESTINA,CAMINHAO TRATOR,TRACAO,3,67,PESADO
SAO PAULO,PALESTINA,CAMINHONETE,CARGA,0,432,CARRO
SAO PAULO,PALESTINA,CAMINHONETE,CARGA,2,17,CARRO
SAO PAULO,PALESTINA,CAMINHONETE,ESPECIAL,0,406,CARRO
SAO PAULO,PALESTINA,CAMIONETA,CARGA,0,35,CARRO
SAO PAULO,PALESTINA,CAMIONETA,CARGA,2,9,CARRO
SAO PAULO,PALESTINA,CAMIONETA,MISTO,0,217,CARRO
SAO PAULO,PALESTINA,CAMIONETA,MISTO,2,9,CARRO
SAO PAULO,PALESTINA,CAMIONETA,PASSAGEIRO,0,8,CARRO
SAO PAULO,PALESTINA,CICLOMOTOR,PASSAGEIRO,0,9,MOTO
SAO PAULO,PALESTINA,MICROONIBUS,PASSAGEIRO,0,21,PESADO
SAO PAULO,PALESTINA,MOTOCICLETA,CARGA,0,8,MOTO
SAO PAULO,PALESTINA,MOTOCICLETA,PASSAGEIRO,0,982,MOTO
SAO PAULO,PALESTINA,MOTONETA,PASSAGEIRO,0,189,MOTO
SAO PAULO,PALESTINA,ONIBUS,PASSAGEIRO,0,64,PESADO
SAO PAULO,PALESTINA,ONIBUS,PASSAGEIRO,2,1,PESADO
SAO PAULO,PALESTINA,ONIBUS,PASSAGEIRO,3,1,PESADO
SAO PAULO,PALESTINA,REBOQUE,CARGA,0,272,IMPLEMENTO
SAO PAULO,PALESTINA,REBOQUE,CARGA,1,14,IMPLEMENTO
SAO PAULO,PALESTINA,REBOQUE,CARGA,2,2,IMPLEMENTO
SAO PAULO,PALESTINA,REBOQUE,CARGA,3,1,IMPLEMENTO
SAO PAULO,PALESTINA,REBOQUE,CARGA,4,9,IMPLEMENTO
SAO PAULO,PALESTINA,REBOQUE,ESPECIAL,0,112,IMPLEMENTO
SAO PAULO,PALESTINA,REBOQUE,ESPECIAL,2,1,IMPLEMENTO
SAO PAULO,PALESTINA,SEMI-REBOQUE,CARGA,0,137,IMPLEMENTO
SAO PAULO,PALESTINA,SEMI-REBOQUE,CARGA,3,22,IMPLEMENTO
SAO PAULO,PALESTINA,SEMI-REBOQUE,CARGA,4,2,IMPLEMENTO
SAO PAULO,PALESTINA,SEMI-REBOQUE,ESPECIAL,0,2,IMPLEMENTO
SAO PAULO,PALESTINA,Sem Informação,Sem Informação,0,5,NAO_CLASSIFICADO
SAO PAULO,PALESTINA,TRICICLO,CARGA,0,1,MOTO
SAO PAULO,PALESTINA,UTILITARIO,MISTO,0,59,CARRO
SAO PAULO,PALMARES PAULISTA,AUTOMOVEL,ESPECIAL,0,2,CARRO
SAO PAULO,PALMARES PAULISTA,AUTOMOVEL,MISTO,0,27,CARRO
SAO PAULO,PALMARES PAULISTA,AUTOMOVEL,PASSAGEIRO,0,3405,CARRO
SAO PAULO,PALMARES PAULISTA,AUTOMOVEL,PASSAGEIRO,2,14,CARRO
SAO PAULO,PALMARES PAULISTA,CAMINHAO,CARGA,0,64,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHAO,CARGA,2,13,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHAO,CARGA,3,44,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHAO,ESPECIAL,0,4,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHAO,ESPECIAL,2,1,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHAO,ESPECIAL,3,1,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHAO TRATOR,TRACAO,0,2,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHAO TRATOR,TRACAO,2,7,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHAO TRATOR,TRACAO,3,63,PESADO
SAO PAULO,PALMARES PAULISTA,CAMINHONETE,CARGA,0,241,CARRO
SAO PAULO,PALMARES PAULISTA,CAMINHONETE,CARGA,2,7,CARRO
SAO PAULO,PALMARES PAULISTA,CAMINHONETE,ESPECIAL,0,204,CARRO
SAO PAULO,PALMARES PAULISTA,CAMINHONETE,ESPECIAL,2,1,CARRO
SAO PAULO,PALMARES PAULISTA,CAMIONETA,CARGA,0,12,CARRO
SAO PAULO,PALMARES PAULISTA,CAMIONETA,CARGA,2,8,CARRO
SAO PAULO,PALMARES PAULISTA,CAMIONETA,MISTO,0,172,CARRO
SAO PAULO,PALMARES PAULISTA,CAMIONETA,MISTO,2,11,CARRO
SAO PAULO,PALMARES PAULISTA,CAMIONETA,PASSAGEIRO,0,2,CARRO
SAO PAULO,PALMARES PAULISTA,CICLOMOTOR,PASSAGEIRO,0,4,MOTO
SAO PAULO,PALMARES PAULISTA,MICROONIBUS,PASSAGEIRO,0,14,PESADO
SAO PAULO,PALMARES PAULISTA,MOTOCICLETA,CARGA,0,5,MOTO
SAO PAULO,PALMARES PAULISTA,MOTOCICLETA,PASSAGEIRO,0,1150,MOTO
SAO PAULO,PALMARES PAULISTA,MOTONETA,PASSAGEIRO,0,125,MOTO
SAO PAULO,PALMARES PAULISTA,ONIBUS,PASSAGEIRO,0,128,PESADO
SAO PAULO,PALMARES PAULISTA,ONIBUS,PASSAGEIRO,2,3,PESADO
SAO PAULO,PALMARES PAULISTA,REBOQUE,CARGA,0,168,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,REBOQUE,CARGA,1,10,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,REBOQUE,CARGA,2,2,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,REBOQUE,CARGA,3,4,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,REBOQUE,CARGA,4,5,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,REBOQUE,ESPECIAL,0,8,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,SEMI-REBOQUE,CARGA,0,41,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,SEMI-REBOQUE,CARGA,1,1,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,SEMI-REBOQUE,CARGA,2,5,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,SEMI-REBOQUE,CARGA,3,138,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,SEMI-REBOQUE,CARGA,4,7,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,SEMI-REBOQUE,ESPECIAL,0,1,IMPLEMENTO
SAO PAULO,PALMARES PAULISTA,Sem Informação,Sem Informação,0,6,NAO_CLASSIFICADO
SAO PAULO,PALMARES PAULISTA,TRICICLO,CARGA,0,1,MOTO
SAO PAULO,PALMARES PAULISTA,UTILITARIO,MISTO,0,21,CARRO
SAO PAULO,PALMEIRA D'OESTE,AUTOMOVEL,COLECAO,0,4,CARRO
SAO PAULO,PALMEIRA D'OESTE,AUTOMOVEL,ESPECIAL,0,1,CARRO
SAO PAULO,PALMEIRA D'OESTE,AUTOMOVEL,MISTO,0,73,CARRO
SAO PAULO,PALMEIRA D'OESTE,AUTOMOVEL,MISTO,2,1,CARRO
SAO PAULO,PALMEIRA D'OESTE,AUTOMOVEL,PASSAGEIRO,0,4446,CARRO
SAO PAULO,PALMEIRA D'OESTE,AUTOMOVEL,PASSAGEIRO,2,7,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO,CARGA,0,158,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO,CARGA,1,1,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO,CARGA,2,24,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO,CARGA,3,81,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO,CARGA,4,17,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO,ESPECIAL,0,7,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO TRATOR,CARGA,2,2,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO TRATOR,TRACAO,0,10,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHAO TRATOR,TRACAO,3,52,PESADO
SAO PAULO,PALMEIRA D'OESTE,CAMINHONETE,CARGA,0,527,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMINHONETE,CARGA,1,2,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMINHONETE,CARGA,2,19,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMINHONETE,COLECAO,0,1,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMINHONETE,ESPECIAL,0,400,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMIONETA,CARGA,0,42,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMIONETA,CARGA,2,6,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMIONETA,MISTO,0,148,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMIONETA,MISTO,2,4,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMIONETA,PASSAGEIRO,0,3,CARRO
SAO PAULO,PALMEIRA D'OESTE,CAMIONETA,Sem Informação,0,2,CARRO
SAO PAULO,PALMEIRA D'OESTE,CICLOMOTOR,PASSAGEIRO,0,12,MOTO
SAO PAULO,PALMEIRA D'OESTE,MICROONIBUS,PASSAGEIRO,0,14,PESADO
SAO PAULO,PALMEIRA D'OESTE,MOTOCICLETA,CARGA,0,3,MOTO
SAO PAULO,PALMEIRA D'OESTE,MOTOCICLETA,COLECAO,0,1,MOTO
SAO PAULO,PALMEIRA D'OESTE,MOTOCICLETA,PASSAGEIRO,0,1307,MOTO
SAO PAULO,PALMEIRA D'OESTE,MOTOCICLETA,PASSAGEIRO,2,1,MOTO
SAO PAULO,PALMEIRA D'OESTE,MOTONETA,PASSAGEIRO,0,413,MOTO
SAO PAULO,PALMEIRA D'OESTE,MOTOR-CASA,ESPECIAL,0,1,PESADO
SAO PAULO,PALMEIRA D'OESTE,ONIBUS,PASSAGEIRO,0,44,PESADO
SAO PAULO,PALMEIRA D'OESTE,ONIBUS,PASSAGEIRO,2,1,PESADO
SAO PAULO,PALMEIRA D'OESTE,REBOQUE,CARGA,0,491,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,REBOQUE,CARGA,1,87,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,REBOQUE,ESPECIAL,0,4,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,REBOQUE,PASSAGEIRO,0,1,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,SEMI-REBOQUE,CARGA,0,59,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,SEMI-REBOQUE,CARGA,1,1,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,SEMI-REBOQUE,CARGA,2,5,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,SEMI-REBOQUE,CARGA,3,17,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,SEMI-REBOQUE,CARGA,4,6,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,SEMI-REBOQUE,ESPECIAL,0,2,IMPLEMENTO
SAO PAULO,PALMEIRA D'OESTE,Sem Informação,Sem Informação,0,26,NAO_CLASSIFICADO
SAO PAULO,PALMEIRA D'OESTE,TRATOR DE RODAS,TRACAO,0,1,PESADO
SAO PAULO,PALMEIRA D'OESTE,TRICICLO,PASSAGEIRO,0,3,MOTO
SAO PAULO,PALMEIRA D'OESTE,UTILITARIO,MISTO,0,51,CARRO
SAO PAULO,PALMITAL,AUTOMOVEL,CARGA,0,1,CARRO
SAO PAULO,PALMITAL,AUTOMOVEL,COLECAO,0,11,CARRO
SAO PAULO,PALMITAL,AUTOMOVEL,ESPECIAL,0,2,CARRO
SAO PAULO,PALMITAL,AUTOMOVEL,ESPECIAL,2,1,CARRO
SAO PAULO,PALMITAL,AUTOMOVEL,MISTO,0,107,CARRO
SAO PAULO,PALMITAL,AUTOMOVEL,MISTO,2,4,CARRO
SAO PAULO,PALMITAL,AUTOMOVEL,PASSAGEIRO,0,9046,CARRO
SAO PAULO,PALMITAL,AUTOMOVEL,PASSAGEIRO,2,30,CARRO
SAO PAULO,PALMITAL,CAMINHAO,CARGA,0,326,PESADO
SAO PAULO,PALMITAL,CAMINHAO,CARGA,2,71,PESADO
SAO PAULO,PALMITAL,CAMINHAO,CARGA,3,385,PESADO
SAO PAULO,PALMITAL,CAMINHAO,CARGA,4,7,PESADO
SAO PAULO,PALMITAL,CAMINHAO,CARGA,19,1,PESADO
SAO PAULO,PALMITAL,CAMINHAO,ESPECIAL,0,15,PESADO
SAO PAULO,PALMITAL,CAMINHAO,MISTO,2,1,PESADO
SAO PAULO,PALMITAL,CAMINHAO TRATOR,CARGA,0,3,PESADO
SAO PAULO,PALMITAL,CAMINHAO TRATOR,CARGA,2,1,PESADO
SAO PAULO,PALMITAL,CAMINHAO TRATOR,CARGA,3,3,PESADO
SAO PAULO,PALMITAL,CAMINHAO TRATOR,TRACAO,0,32,PESADO
SAO PAULO,PALMITAL,CAMINHAO TRATOR,TRACAO,2,14,PESADO
SAO PAULO,PALMITAL,CAMINHAO TRATOR,TRACAO,3,285,PESADO
SAO PAULO,PALMITAL,CAMINHONETE,CARGA,0,996,CARRO
SAO PAULO,PALMITAL,CAMINHONETE,CARGA,2,16,CARRO
SAO PAULO,PALMITAL,CAMINHONETE,COLECAO,0,3,CARRO
SAO PAULO,PALMITAL,CAMINHONETE,ESPECIAL,0,775,CARRO
SAO PAULO,PALMITAL,CAMINHONETE,ESPECIAL,2,1,CARRO
SAO PAULO,PALMITAL,CAMIONETA,CARGA,0,135,CARRO
SAO PAULO,PALMITAL,CAMIONETA,CARGA,2,14,CARRO
SAO PAULO,PALMITAL,CAMIONETA,COLECAO,2,1,CARRO
SAO PAULO,PALMITAL,CAMIONETA,ESPECIAL,2,1,CARRO
SAO PAULO,PALMITAL,CAMIONETA,MISTO,0,549,CARRO
SAO PAULO,PALMITAL,CAMIONETA,MISTO,2,16,CARRO
SAO PAULO,PALMITAL,CAMIONETA,PASSAGEIRO,0,12,CARRO
SAO PAULO,PALMITAL,CAMIONETA,Sem Informação,0,2,CARRO
SAO PAULO,PALMITAL,CICLOMOTOR,PASSAGEIRO,0,161,MOTO
SAO PAULO,PALMITAL,CICLOMOTOR,PASSAGEIRO,2,2,MOTO
SAO PAULO,PALMITAL,MICROONIBUS,PASSAGEIRO,0,49,PESADO
SAO PAULO,PALMITAL,MICROONIBUS,PASSAGEIRO,2,3,PESADO
SAO PAULO,PALMITAL,MOTOCICLETA,CARGA,0,21,MOTO
SAO PAULO,PALMITAL,MOTOCICLETA,COLECAO,0,1,MOTO
SAO PAULO,PALMITAL,MOTOCICLETA,PASSAGEIRO,0,2593,MOTO
SAO PAULO,PALMITAL,MOTONETA,PASSAGEIRO,0,1068,MOTO
SAO PAULO,PALMITAL,MOTONETA,PASSAGEIRO,2,2,MOTO
SAO PAULO,PALMITAL,ONIBUS,PASSAGEIRO,0,56,PESADO
SAO PAULO,PALMITAL,ONIBUS,PASSAGEIRO,2,8,PESADO
SAO PAULO,PALMITAL,ONIBUS,PASSAGEIRO,3,2,PESADO
SAO PAULO,PALMITAL,REBOQUE,CARGA,0,533,IMPLEMENTO
SAO PAULO,PALMITAL,REBOQUE,CARGA,1,46,IMPLEMENTO
SAO PAULO,PALMITAL,REBOQUE,CARGA,2,19,IMPLEMENTO
SAO PAULO,PALMITAL,REBOQUE,CARGA,3,3,IMPLEMENTO
SAO PAULO,PALMITAL,REBOQUE,CARGA,4,35,IMPLEMENTO
SAO PAULO,PALMITAL,REBOQUE,ESPECIAL,0,69,IMPLEMENTO
SAO PAULO,PALMITAL,SEMI-REBOQUE,CARGA,0,297,IMPLEMENTO
SAO PAULO,PALMITAL,SEMI-REBOQUE,CARGA,1,1,IMPLEMENTO
SAO PAULO,PALMITAL,SEMI-REBOQUE,CARGA,2,10,IMPLEMENTO
SAO PAULO,PALMITAL,SEMI-REBOQUE,CARGA,3,112,IMPLEMENTO
SAO PAULO,PALMITAL,SEMI-REBOQUE,CARGA,4,41,IMPLEMENTO
SAO PAULO,PALMITAL,SEMI-REBOQUE,CARGA,36,1,IMPLEMENTO
SAO PAULO,PALMITAL,SEMI-REBOQUE,ESPECIAL,0,9,IMPLEMENTO
SAO PAULO,PALMITAL,SIDE-CAR,CARGA,0,4,MOTO
SAO PAULO,PALMITAL,SIDE-CAR,CARGA,1,3,MOTO
SAO PAULO,PALMITAL,Sem Informação,Sem Informação,0,19,NAO_CLASSIFICADO
SAO PAULO,PALMITAL,TRATOR DE RODAS,TRACAO,0,1,PESADO
SAO PAULO,PALMITAL,TRATOR MISTO,PASSAGEIRO,0,1,PESADO
SAO PAULO,PALMITAL,TRICICLO,CARGA,0,12,MOTO
SAO PAULO,PALMITAL,TRICICLO,PASSAGEIRO,0,6,MOTO
SAO PAULO,PALMITAL,UTILITARIO,MISTO,0,167,CARRO
SAO PAULO,PALMITAL,UTILITARIO,MISTO,2,2,CARRO
SAO PAULO,PANORAMA,AUTOMOVEL,COLECAO,0,1,CARRO
SAO PAULO,PANORAMA,AUTOMOVEL,ESPECIAL,0,1,CARRO
SAO PAULO,PANORAMA,AUTOMOVEL,MISTO,0,55,CARRO
SAO PAULO,PANORAMA,AUTOMOVEL,MISTO,2,1,CARRO
SAO PAULO,PANORAMA,AUTOMOVEL,PASSAGEIRO,0,5524,CARRO
SAO PAULO,PANORAMA,AUTOMOVEL,PASSAGEIRO,2,9,CARRO
SAO PAULO,PANORAMA,CAMINHAO,CARGA,0,126,PESADO
SAO PAULO,PANORAMA,CAMINHAO,CARGA,2,15,PESADO
SAO PAULO,PANORAMA,CAMINHAO,CARGA,3,240,PESADO
SAO PAULO,PANORAMA,CAMINHAO,CARGA,4,17,PESADO
SAO PAULO,PANORAMA,CAMINHAO,ESPECIAL,0,10,PESADO
SAO PAULO,PANORAMA,CAMINHAO,ESPECIAL,2,1,PESADO
SAO PAULO,PANORAMA,CAMINHAO,ESPECIAL,3,1,PESADO
SAO PAULO,PANORAMA,CAMINHAO TRATOR,CARGA,3,1,PESADO
SAO PAULO,PANORAMA,CAMINHAO TRATOR,TRACAO,0,18,PESADO
SAO PAULO,PANORAMA,CAMINHAO TRATOR,TRACAO,2,3,PESADO
SAO PAULO,PANORAMA,CAMINHAO TRATOR,TRACAO,3,175,PESADO
SAO PAULO,PANORAMA,CAMINHONETE,CARGA,0,497,CARRO
SAO PAULO,PANORAMA,CAMINHONETE,CARGA,2,14,CARRO
SAO PAULO,PANORAMA,CAMINHONETE,ESPECIAL,0,382,CARRO
SAO PAULO,PANORAMA,CAMINHONETE,ESPECIAL,2,3,CARRO
SAO PAULO,PANORAMA,CAMINHONETE,ESPECIAL,3,1,CARRO
SAO PAULO,PANORAMA,CAMINHONETE,PASSAGEIRO,0,1,CARRO
SAO PAULO,PANORAMA,CAMIONETA,CARGA,0,53,CARRO
SAO PAULO,PANORAMA,CAMIONETA,CARGA,2,6,CARRO
SAO PAULO,PANORAMA,CAMIONETA,MISTO,0,211,CARRO
SAO PAULO,PANORAMA,CAMIONETA,MISTO,2,6,CARRO
SAO PAULO,PANORAMA,CAMIONETA,PASSAGEIRO,0,3,CARRO
SAO PAULO,PANORAMA,CICLOMOTOR,PASSAGEIRO,0,39,MOTO
SAO PAULO,PANORAMA,CICLOMOTOR,PASSAGEIRO,2,1,MOTO
SAO PAULO,PANORAMA,MICROONIBUS,PASSAGEIRO,0,19,PESADO
SAO PAULO,PANORAMA,MICROONIBUS,PASSAGEIRO,2,1,PESADO
SAO PAULO,PANORAMA,MOTOCICLETA,CARGA,0,8,MOTO
SAO PAULO,PANORAMA,MOTOCICLETA,PASSAGEIRO,0,2541,MOTO
SAO PAULO,PANORAMA,MOTOCICLETA,Sem Informação,0,1,MOTO
SAO PAULO,PANORAMA,MOTONETA,PASSAGEIRO,0,961,MOTO
SAO PAULO,PANORAMA,MOTONETA,PASSAGEIRO,2,1,MOTO
SAO PAULO,PANORAMA,MOTOR-CASA,ESPECIAL,0,3,PESADO
SAO PAULO,PANORAMA,ONIBUS,PASSAGEIRO,0,29,PESADO
SAO PAULO,PANORAMA,ONIBUS,PASSAGEIRO,2,1,PESADO
SAO PAULO,PANORAMA,ONIBUS,PASSAGEIRO,3,1,PESADO
SAO PAULO,PANORAMA,REBOQUE,CARGA,0,475,IMPLEMENTO
SAO PAULO,PANORAMA,REBOQUE,CARGA,1,66,IMPLEMENTO
SAO PAULO,PANORAMA,REBOQUE,CARGA,2,1,IMPLEMENTO
SAO PAULO,PANORAMA,REBOQUE,ESPECIAL,0,10,IMPLEMENTO
SAO PAULO,PANORAMA,SEMI-REBOQUE,CARGA,0,174,IMPLEMENTO
SAO PAULO,PANORAMA,SEMI-REBOQUE,CARGA,1,3,IMPLEMENTO
SAO PAULO,PANORAMA,SEMI-REBOQUE,CARGA,2,3,IMPLEMENTO
SAO PAULO,PANORAMA,SEMI-REBOQUE,CARGA,3,128,IMPLEMENTO
SAO PAULO,PANORAMA,SEMI-REBOQUE,CARGA,4,13,IMPLEMENTO
SAO PAULO,PANORAMA,SEMI-REBOQUE,ESPECIAL,0,4,IMPLEMENTO
SAO PAULO,PANORAMA,SIDE-CAR,CARGA,1,1,MOTO
SAO PAULO,PANORAMA,Sem Informação,Sem Informação,0,10,NAO_CLASSIFICADO
