state,municipality,total_fleet,CARRO,MOTO,PESADO,IMPLEMENTO,NAO_CLASSIFICADO,OUTRO
PARANA,SAO MANOEL DO PARANA,1606,916,539,106,44,1,0
PARANA,SAO MATEUS DO SUL,37692,26528,6792,2468,1805,99,0
PARANA,SAO MIGUEL DO IGUACU,23809,16303,4472,1821,1142,71,0
PARANA,SAO PEDRO DO IGUACU,4165,2820,873,326,130,16,0
PARANA,SAO PEDRO DO IVAI,7877,4730,1963,696,454,34,0
PARANA,SAO PEDRO DO PARANA,2073,1260,530,100,176,7,0
PARANA,SAO SEBASTIAO DA AMOREIRA,5901,4244,1118,386,128,25,0
PARANA,SAO TOME,4420,2676,1272,257,196,19,0
PARANA,SAPOPEMA,4923,3257,1276,265,120,5,0
PARANA,SARANDI,82597,47783,28691,2621,3210,292,0
PARANA,SAUDADE DO IGUACU,4133,3105,678,218,123,9,0
PARANA,SENGES,11845,7784,2614,969,457,21,0
PARANA,SERRANOPOLIS DO IGUACU,3974,2684,863,283,133,11,0
PARANA,SERTANEJA,5037,3389,955,439,237,17,0
PARANA,SERTANOPOLIS,16081,9382,4326,1273,1002,98,0
PARANA,SIQUEIRA CAMPOS,17831,11257,4988,922,628,36,0
PARANA,SULINA,2728,1867,601,169,84,7,0
PARANA,TAMARANA,9203,5962,2438,585,193,25,0
PARANA,TAMBOARA,3864,2158,1368,163,165,10,0
PARANA,TAPEJARA,12147,7132,3372,811,798,34,0
PARANA,TAPIRA,4646,2712,1513,271,138,12,0
PARANA,TEIXEIRA SOARES,7518,5110,1306,765,316,21,0
PARANA,TELEMACO BORBA,61546,40917,14182,3106,3164,177,0
PARANA,TERRA BOA,14610,8607,4601,804,550,48,0
PARANA,TERRA RICA,13462,7333,4550,697,855,27,0
PARANA,TERRA ROXA,15769,9264,4550,1025,892,38,0
PARANA,TIBAGI,10914,8090,1580,750,481,13,0
PARANA,TIJUCAS DO SUL,12519,8352,2646,943,556,22,0
PARANA,TOLEDO,138917,91524,32859,7430,6488,616,0
PARANA,TOMAZINA,5187,3422,1365,286,108,6,0
PARANA,TRES BARRAS DO PARANA,9048,5763,1948,704,615,18,0
PARANA,TUNAS DO PARANA,4508,2788,1127,383,207,3,0
PARANA,TUNEIRAS DO OESTE,6237,3608,2064,410,147,8,0
PARANA,TUPASSI,7422,4749,1594,656,400,23,0
PARANA,TURVO,11075,7859,1966,916,318,16,0
PARANA,UBIRATA,21880,14230,5388,1377,840,45,0
PARANA,UMUARAMA,109606,66994,31933,5287,5026,366,0
PARANA,UNIAO DA VITORIA,43038,30546,8020,2673,1574,225,0
PARANA,UNIFLOR,1713,1154,374,103,75,7,0
PARANA,URAI,8245,5453,1929,572,242,49,0
PARANA,VENTANIA,7169,4657,1500,521,481,10,0
PARANA,VERA CRUZ DO OESTE,7250,4843,1048,676,655,28,0
PARANA,VERE,6706,4534,1316,562,271,23,0
PARANA,VIRMOND,2936,2178,354,250,150,4,0
PARANA,VITORINO,6223,4299,680,776,449,19,0
PARANA,WENCESLAU BRAZ,15134,9862,3515,1098,618,41,0
PARANA,XAMBRE,4329,2619,1236,242,220,12,0
PERNAMBUCO,ABREU E LIMA,36544,20142,14227,1338,785,52,0
PERNAMBUCO,AFOGADOS DA INGAZEIRA,27119,10145,15541,819,594,20,0
PERNAMBUCO,AFRANIO,6231,1745,4059,294,132,1,0
PERNAMBUCO,AGRESTINA,10995,4842,5441,402,305,5,0
PERNAMBUCO,AGUA PRETA,7703,2885,4181,411,222,4,0
PERNAMBUCO,AGUAS BELAS,14041,4375,8721,739,201,5,0
PERNAMBUCO,ALAGOINHA,4124,2159,1634,265,63,3,0
PERNAMBUCO,ALIANCA,10258,4765,4714,453,319,7,0
PERNAMBUCO,ALTINHO,6981,2700,3878,273,129,1,0
PERNAMBUCO,AMARAJI,5182,2230,2557,307,88,0,0
PERNAMBUCO,ANGELIM,3044,1529,1311,141,62,1,0
PERNAMBUCO,ARACOIABA,5033,2291,2336,339,61,6,0
PERNAMBUCO,ARARIPINA,42566,13495,26697,1725,638,11,0
PERNAMBUCO,ARCOVERDE,38271,19953,15244,1987,1040,47,0
PERNAMBUCO,BARRA DE GUABIRABA,3059,1473,1393,149,42,2,0
PERNAMBUCO,BARREIROS,14591,5765,7929,526,355,16,0
PERNAMBUCO,BELEM DE MARIA,2970,1296,1423,183,64,4,0
PERNAMBUCO,BELEM DE SAO FRANCISCO,6037,2411,3315,186,121,4,0
PERNAMBUCO,BELO JARDIM,41342,16210,22559,1816,729,28,0
PERNAMBUCO,BETANIA,3975,1202,2619,122,31,1,0
PERNAMBUCO,BEZERROS,32853,13448,17420,1424,544,17,0
PERNAMBUCO,BODOCO,12844,3548,8767,406,118,5,0
PERNAMBUCO,BOM CONSELHO,17236,5552,10624,568,475,17,0
PERNAMBUCO,BOM JARDIM,14206,6630,6419,1020,128,9,0
PERNAMBUCO,BONITO,12124,5760,5526,649,176,13,0
PERNAMBUCO,BREJAO,2692,1110,1387,158,36,1,0
PERNAMBUCO,BREJINHO,2088,774,1193,97,21,3,0
PERNAMBUCO,BREJO DA MADRE DE DEUS,20935,7068,12614,959,292,2,0
PERNAMBUCO,BUENOS AIRES,3667,1547,1925,149,44,2,0
PERNAMBUCO,BUIQUE,13106,5667,6609,649,176,5,0
PERNAMBUCO,CABO DE SANTO AGOSTINHO,73031,40698,24894,4106,3271,62,0
PERNAMBUCO,CABROBO,15051,5182,9035,483,347,4,0
PERNAMBUCO,CACHOEIRINHA,9858,3881,5304,405,264,4,0
PERNAMBUCO,CAETES,8746,4132,3911,591,110,2,0
PERNAMBUCO,CALCADO,4190,1628,2375,138,48,1,0
PERNAMBUCO,CALUMBI,2497,828,1539,90,40,0,0
PERNAMBUCO,CAMARAGIBE,61857,35103,23924,1487,1284,59,0
PERNAMBUCO,CAMOCIM DE SAO FELIX,6222,3091,2704,323,99,5,0
PERNAMBUCO,CAMUTANGA,2495,856,1339,144,156,0,0
PERNAMBUCO,CANHOTINHO,8258,3466,4142,432,214,4,0
PERNAMBUCO,CAPOEIRAS,6162,2991,2625,456,87,3,0
PERNAMBUCO,CARNAIBA,6691,2292,4009,277,108,5,0
PERNAMBUCO,CARNAUBEIRA DA PENHA,2506,918,1483,87,18,0,0
PERNAMBUCO,CARPINA,41873,19674,19578,1623,972,26,0
PERNAMBUCO,CARUARU,234015,112860,106055,8597,6303,200,0
PERNAMBUCO,CASINHAS,4967,1416,3236,292,23,0,0
PERNAMBUCO,CATENDE,11633,4340,6537,469,280,7,0
PERNAMBUCO,CEDRO,3387,1150,2116,76,44,1,0
PERNAMBUCO,CHA DE ALEGRIA,3210,1402,1576,178,52,2,0
PERNAMBUCO,CHA GRANDE,9379,4188,4529,524,138,0,0
PERNAMBUCO,CONDADO,9651,3711,5227,347,358,8,0
PERNAMBUCO,CORRENTES,3997,1268,2533,148,48,0,0
PERNAMBUCO,CORTES,2839,1246,1149,313,131,0,0
PERNAMBUCO,CUMARU,5106,1873,2792,372,67,2,0
PERNAMBUCO,CUPIRA,12868,5409,6589,523,338,9,0
PERNAMBUCO,CUSTODIA,17157,7083,8866,838,358,12,0
PERNAMBUCO,DORMENTES,6758,2129,3920,527,181,1,0
PERNAMBUCO,ESCADA,24665,10397,12587,980,686,15,0
PERNAMBUCO,EXU,11262,4208,6450,451,140,13,0
PERNAMBUCO,FEIRA NOVA,9189,3055,5493,466,171,4,0
PERNAMBUCO,FERNANDO DE NORONHA,2014,1085,784,68,68,9,0
PERNAMBUCO,FERREIROS,4030,1389,2324,193,124,0,0
PERNAMBUCO,FLORES,6943,2651,3859,325,107,1,0
PERNAMBUCO,FLORESTA,12765,4946,6845,724,248,2,0
PERNAMBUCO,FREI MIGUELINHO,5924,2729,2598,464,129,4,0
PERNAMBUCO,GAMELEIRA,5014,2334,2297,211,169,3,0
PERNAMBUCO,GARANHUNS,74504,40691,28804,3140,1790,79,0
PERNAMBUCO,GLORIA DO GOITA,10219,3535,5922,557,202,3,0
PERNAMBUCO,GOIANA,38412,16056,19607,1564,1152,33,0
PERNAMBUCO,GRANITO,2086,609,1390,64,23,0,0
PERNAMBUCO,GRAVATA,47611,19214,25851,1688,833,25,0
PERNAMBUCO,IATI,4202,1698,2140,254,109,1,0
PERNAMBUCO,IBIMIRIM,9103,4032,4538,348,178,7,0
PERNAMBUCO,IBIRAJUBA,2120,882,1119,91,27,1,0
PERNAMBUCO,IGARASSU,40229,23940,12433,2270,1555,31,0
PERNAMBUCO,IGUARACI,3303,1341,1708,225,23,6,0
PERNAMBUCO,ILHA DE ITAMARACA,6095,3493,2260,133,206,3,0
PERNAMBUCO,INAJA,4253,1662,2400,142,45,4,0
PERNAMBUCO,INGAZEIRA,1305,503,706,80,13,3,0
PERNAMBUCO,IPOJUCA,33428,18003,11781,2093,1535,16,0
PERNAMBUCO,IPUBI,10247,3066,6389,580,209,3,0
PERNAMBUCO,ITACURUBA,1048,532,447,46,23,0,0
PERNAMBUCO,ITAIBA,8878,2993,5348,403,133,1,0
PERNAMBUCO,ITAMBE,17043,4821,11280,662,274,6,0
PERNAMBUCO,ITAPETIM,4259,1460,2624,133,36,6,0
PERNAMBUCO,ITAPISSUMA,5835,3676,1667,205,283,4,0
PERNAMBUCO,ITAQUITINGA,3936,1523,2174,169,68,2,0
PERNAMBUCO,JABOATAO DOS GUARARAPES,255907,146640,91089,11040,6739,399,0
PERNAMBUCO,JAQUEIRA,2534,1029,1343,117,44,1,0
PERNAMBUCO,JATAUBA,5739,1988,3114,576,58,3,0
PERNAMBUCO,JATOBA,2766,1038,1554,112,60,2,0
PERNAMBUCO,JOAO ALFREDO,10542,4347,5090,1016,82,7,0
PERNAMBUCO,JOAQUIM NABUCO,3737,1462,1869,260,145,1,0
PERNAMBUCO,JUCATI,4121,1747,2083,241,48,2,0
PERNAMBUCO,JUPI,7455,3321,3404,572,156,2,0
PERNAMBUCO,JUREMA,4336,1981,2123,191,39,2,0
PERNAMBUCO,LAGOA DO CARRO,5391,2477,2648,173,93,0,0
PERNAMBUCO,LAGOA DO ITAENGA,8071,2877,4295,593,302,4,0
PERNAMBUCO,LAGOA DO OURO,3702,1106,2453,116,25,2,0
PERNAMBUCO,LAGOA DOS GATOS,4753,1852,2613,206,80,2,0
PERNAMBUCO,LAGOA GRANDE,6510,2671,3481,232,126,0,0
PERNAMBUCO,LAJEDO,24808,11140,11929,1130,598,11,0
PERNAMBUCO,LIMOEIRO,25555,10206,13948,949,437,15,0
PERNAMBUCO,MACAPARANA,9934,3468,6010,320,134,2,0
PERNAMBUCO,MACHADOS,5130,1866,2673,400,191,0,0
PERNAMBUCO,MANARI,3609,1194,2258,122,35,0,0
PERNAMBUCO,MARAIAL,2677,905,1477,190,103,2,0
PERNAMBUCO,MIRANDIBA,3866,1624,1953,206,82,1,0
PERNAMBUCO,MOREILANDIA,2488,786,1595,91,16,0,0
PERNAMBUCO,MORENO,21747,10829,8989,1360,551,18,0
PERNAMBUCO,NAZARE DA MATA,10477,5177,4668,386,234,12,0
PERNAMBUCO,OLINDA,161862,95481,57664,5120,3171,426,0
PERNAMBUCO,OROBO,8602,3764,4179,586,71,2,0
PERNAMBUCO,OROCO,4381,1551,2651,134,45,0,0
PERNAMBUCO,OURICURI,31036,9539,19709,1152,620,16,0
PERNAMBUCO,PALMARES,29848,10657,16618,1106,1429,38,0
PERNAMBUCO,PALMEIRINA,1934,663,1197,53,20,1,0
PERNAMBUCO,PANELAS,6712,3370,2910,296,133,3,0
PERNAMBUCO,PARANATAMA,4613,2048,2232,281,50,2,0
PERNAMBUCO,PARNAMIRIM,7227,2210,4555,370,92,0,0
PERNAMBUCO,PASSIRA,11180,3689,6772,593,121,5,0
PERNAMBUCO,PAUDALHO,20917,8662,10826,1045,373,11,0
PERNAMBUCO,PAULISTA,138219,85761,45817,3501,2982,158,0
PERNAMBUCO,PEDRA,5571,2643,2535,321,69,3,0
PERNAMBUCO,PESQUEIRA,27426,12255,13254,1382,509,26,0
PERNAMBUCO,PETROLANDIA,13467,4897,7591,596,352,31,0
PERNAMBUCO,PETROLINA,210689,101414,95951,7098,6164,62,0
PERNAMBUCO,POCAO,5335,1804,3300,178,50,3,0
PERNAMBUCO,POMBOS,10994,4673,5383,731,203,4,0
PERNAMBUCO,PRIMAVERA,2698,1281,1068,180,168,1,0
PERNAMBUCO,QUIPAPA,4243,1918,2021,230,74,0,0
PERNAMBUCO,QUIXABA,3713,1043,2540,105,25,0,0
PERNAMBUCO,RECIFE,795598,517040,226915,31048,18957,1638,0
PERNAMBUCO,RIACHO DAS ALMAS,10073,4233,4950,690,196,4,0
PERNAMBUCO,RIBEIRAO,12694,6026,5675,533,451,9,0
PERNAMBUCO,RIO FORMOSO,6405,3167,2634,333,270,1,0
PERNAMBUCO,SAIRE,3645,1692,1719,184,50,0,0
PERNAMBUCO,SALGADINHO,1521,507,906,92,15,1,0
PERNAMBUCO,SALGUEIRO,34828,13262,19604,1100,856,6,0
PERNAMBUCO,SALOA,4448,1821,2391,171,64,1,0
PERNAMBUCO,SANHARO,7196,3067,3695,325,108,1,0
PERNAMBUCO,SANTA CRUZ,4314,1232,2742,288,52,0,0
PERNAMBUCO,SANTA CRUZ DA BAIXA VERDE,5916,1616,3822,351,126,1,0
PERNAMBUCO,SANTA CRUZ DO CAPIBARIBE,78146,26849,48217,1781,1277,22,0
PERNAMBUCO,SANTA FILOMENA,3470,806,2393,216,55,0,0
PERNAMBUCO,SANTA MARIA DA BOA VISTA,13465,5036,7771,487,170,1,0
PERNAMBUCO,SANTA MARIA DO CAMBUCA,5455,2242,2710,445,58,0,0
PERNAMBUCO,SANTA TEREZINHA,3298,1258,1873,143,23,1,0
PERNAMBUCO,SAO BENEDITO DO SUL,2080,916,1047,77,40,0,0
PERNAMBUCO,SAO BENTO DO UNA,22222,8346,11403,1832,631,10,0
PERNAMBUCO,SAO CAITANO,16565,6102,9114,897,441,11,0
PERNAMBUCO,SAO JOAO,7585,3185,3873,415,112,0,0
PERNAMBUCO,SAO JOAQUIM DO MONTE,5811,2261,3248,210,90,2,0
PERNAMBUCO,SAO JOSE DA COROA GRANDE,6111,2767,2884,246,213,1,0
PERNAMBUCO,SAO JOSE DO BELMONTE,14583,5591,7999,694,291,8,0
PERNAMBUCO,SAO JOSE DO EGITO,15410,6373,7900,778,342,17,0
PERNAMBUCO,SAO LOURENCO DA MATA,35940,20035,13627,1503,735,40,0
PERNAMBUCO,SAO VICENTE FERRER,6431,2424,3673,300,33,1,0
PERNAMBUCO,SERRA TALHADA,51748,20123,28173,2231,1211,10,0
PERNAMBUCO,SERRITA,4432,1648,2578,143,63,0,0
PERNAMBUCO,SERTANIA,18408,6094,11281,728,277,28,0
PERNAMBUCO,SIRINHAEM,9933,5231,3693,523,481,5,0
PERNAMBUCO,SOLIDAO,1563,541,931,54,37,0,0
PERNAMBUCO,SURUBIM,36655,15346,18321,2263,709,16,0
PERNAMBUCO,TABIRA,15044,5759,8386,490,397,12,0
PERNAMBUCO,TACAIMBO,4948,1955,2663,256,73,1,0
PERNAMBUCO,TACARATU,4361,1388,2742,157,73,1,0
PERNAMBUCO,TAMANDARE,8239,3481,4263,200,294,1,0
PERNAMBUCO,TAQUARITINGA DO NORTE,13044,5626,6569,624,224,1,0
PERNAMBUCO,TEREZINHA,2245,831,1310,78,25,1,0
PERNAMBUCO,TERRA NOVA,3368,1172,1986,167,43,0,0
PERNAMBUCO,TIMBAUBA,30415,9474,19516,865,538,22,0
PERNAMBUCO,TORITAMA,23593,10041,12596,584,366,6,0
PERNAMBUCO,TRACUNHAEM,3439,1640,1595,143,60,1,0
PERNAMBUCO,TRINDADE,15113,4569,9079,900,560,5,0
PERNAMBUCO,TRIUNFO,8932,3094,5430,328,75,5,0
PERNAMBUCO,TUPANATINGA,6744,2438,3974,281,49,2,0
PERNAMBUCO,TUPARETAMA,4437,1556,2563,229,87,2,0
PERNAMBUCO,VENTUROSA,5556,2915,2253,296,89,3,0
PERNAMBUCO,VERDEJANTE,2716,999,1568,120,29,0,0
PERNAMBUCO,VERTENTE DO LERIO,4075,1415,2343,293,24,0,0
PERNAMBUCO,VERTENTES,7574,3552,3547,364,110,1,0
PERNAMBUCO,VICENCIA,9185,4276,4274,486,143,6,0
PERNAMBUCO,VITORIA DE SANTO ANTAO,75079,31205,38171,4096,1549,58,0
PERNAMBUCO,XEXEU,3190,1407,1501,169,112,1,0
PIAUI,ACAUA,3422,1136,2044,233,9,0,0
PIAUI,AGRICOLANDIA,2321,619,1639,53,10,0,0
PIAUI,AGUA BRANCA,15841,3740,11633,309,159,0,0
PIAUI,ALAGOINHA DO PIAUI,2621,1399,1111,79,32,0,0
PIAUI,ALEGRETE DO PIAUI,945,416,455,50,24,0,0
PIAUI,ALTO LONGA,3905,1078,2676,144,7,0,0
PIAUI,ALTOS,21337,6289,14101,620,327,0,0
PIAUI,ALVORADA DO GURGUEIA,1635,588,968,53,26,0,0
PIAUI,AMARANTE,6757,1723,4861,150,23,0,0
PIAUI,ANGICAL DO PIAUI,2635,659,1891,57,28,0,0
PIAUI,ANISIO DE ABREU,2622,1184,1318,111,9,0,0
PIAUI,ANTONIO ALMEIDA,1234,318,709,102,105,0,0
PIAUI,AROAZES,1506,494,960,48,4,0,0
PIAUI,AROEIRAS DO ITAIM,965,218,707,36,4,0,0
PIAUI,ARRAIAL,1119,299,776,28,16,0,0
PIAUI,ASSUNCAO DO PIAUI,1281,480,779,20,2,0,0
PIAUI,AVELINO LOPES,2600,1006,1507,78,9,0,0
PIAUI,BAIXA GRANDE DO RIBEIRO,5716,1549,2728,591,848,0,0
PIAUI,BARRA D'ALCANTARA,1393,339,1018,32,4,0,0
PIAUI,BARRAS,17044,4150,12434,385,75,0,0
PIAUI,BARREIRAS DO PIAUI,491,173,296,17,5,0,0
PIAUI,BARRO DURO,3425,799,2535,81,10,0,0
PIAUI,BATALHA,6657,1932,4497,185,43,0,0
PIAUI,BELA VISTA DO PIAUI,1270,577,643,44,6,0,0
PIAUI,BELEM DO PIAUI,982,438,437,79,28,0,0
PIAUI,BENEDITINOS,3337,751,2495,88,3,0,0
PIAUI,BERTOLINIA,2088,588,1380,70,50,0,0
PIAUI,BETANIA DO PIAUI,2904,1156,1441,293,14,0,0
PIAUI,BOA HORA,1759,480,1226,50,3,0,0
PIAUI,BOCAINA,1969,684,1245,30,10,0,0
PIAUI,BOM JESUS,19610,6290,11526,912,882,0,0
PIAUI,BOM PRINCIPIO DO PIAUI,1667,527,1085,40,15,0,0
PIAUI,BONFIM DO PIAUI,1653,655,915,75,8,0,0
PIAUI,BOQUEIRAO DO PIAUI,2123,664,1405,43,11,0,0
PIAUI,BRASILEIRA,3133,826,2226,58,23,0,0
PIAUI,BREJO DO PIAUI,1166,486,654,22,4,0,0
PIAUI,BURITI DOS LOPES,6396,1904,4301,161,30,0,0
PIAUI,BURITI DOS MONTES,934,463,403,62,6,0,0
PIAUI,CABECEIRAS DO PIAUI,2556,813,1658,73,12,0,0
PIAUI,CAJAZEIRAS DO PIAUI,750,163,568,13,6,0,0
PIAUI,CAJUEIRO DA PRAIA,2625,745,1808,59,13,0,0
PIAUI,CALDEIRAO GRANDE DO PIAUI,1139,574,454,95,16,0,0
PIAUI,CAMPINAS DO PIAUI,1501,574,896,28,3,0,0
PIAUI,CAMPO ALEGRE DO FIDALGO,1424,787,558,78,1,0,0
PIAUI,CAMPO GRANDE DO PIAUI,2356,958,1255,101,42,0,0
PIAUI,CAMPO LARGO DO PIAUI,883,320,525,36,2,0,0
PIAUI,CAMPO MAIOR,33382,8153,24011,849,369,0,0
PIAUI,CANAVIEIRA,399,118,262,14,5,0,0
PIAUI,CANTO DO BURITI,8561,2939,5163,312,147,0,0
PIAUI,CAPITAO DE CAMPOS,4033,1172,2747,88,26,0,0
PIAUI,CAPITAO GERVASIO OLIVEIRA,842,426,358,51,7,0,0
PIAUI,CARACOL,2190,845,1234,108,3,0,0
PIAUI,CARAUBAS DO PIAUI,1652,502,1084,51,15,0,0
PIAUI,CARIDADE DO PIAUI,1150,519,557,60,14,0,0
PIAUI,CASTELO DO PIAUI,6227,1583,4423,177,43,1,0
PIAUI,CAXINGO,1475,428,984,55,8,0,0
PIAUI,COCAL,10868,3842,6601,335,90,0,0
PIAUI,COCAL DE TELHA,1867,528,1303,29,7,0,0
PIAUI,COCAL DOS ALVES,1803,780,968,48,7,0,0
PIAUI,COIVARAS,1235,283,913,31,8,0,0
PIAUI,COLONIA DO GURGUEIA,1776,636,1052,60,28,0,0
PIAUI,COLONIA DO PIAUI,2144,654,1428,49,13,0,0
PIAUI,CONCEICAO DO CANINDE,1169,545,575,38,11,0,0
PIAUI,CORONEL JOSE DIAS,1406,486,851,62,7,0,0
PIAUI,CORRENTE,14600,4328,9142,846,284,0,0
PIAUI,CRISTALANDIA DO PIAUI,1611,575,967,55,14,0,0
PIAUI,CRISTINO CASTRO,3980,1378,2382,133,87,0,0
PIAUI,CURIMATA,3880,1198,2352,195,135,0,0
PIAUI,CURRAIS,1290,370,884,31,5,0,0
PIAUI,CURRAL NOVO DO PIAUI,1145,452,638,52,3,0,0
PIAUI,CURRALINHOS,618,173,423,19,3,0,0
PIAUI,DEMERVAL LOBAO,6174,1856,4041,208,69,0,0
PIAUI,DIRCEU ARCOVERDE,2014,689,1180,127,18,0,0
PIAUI,DOM EXPEDITO LOPES,3048,1253,1585,144,66,0,0
PIAUI,DOM INOCENCIO,1803,816,781,198,8,0,0
PIAUI,DOMINGOS MOURAO,760,234,503,20,3,0,0
PIAUI,ELESBAO VELOSO,5774,1840,3756,140,38,0,0
PIAUI,ELISEU MARTINS,1284,377,848,37,22,0,0
PIAUI,ESPERANTINA,18176,5224,12250,553,148,1,0
PIAUI,FARTURA DO PIAUI,865,320,483,61,1,0,0
PIAUI,FLORES DO PIAUI,1070,418,610,34,8,0,0
PIAUI,FLORESTA DO PIAUI,833,277,518,35,3,0,0
PIAUI,FLORIANO,54339,18298,33108,1921,1007,5,0
PIAUI,FRANCINOPOLIS,1329,367,919,39,4,0,0
PIAUI,FRANCISCO AYRES,1051,333,669,31,18,0,0
PIAUI,FRANCISCO MACEDO,986,395,482,84,25,0,0
PIAUI,FRANCISCO SANTOS,2429,1012,1256,130,31,0,0
PIAUI,FRONTEIRAS,6412,2300,3362,505,245,0,0
PIAUI,GEMINIANO,2806,870,1804,92,40,0,0
PIAUI,GILBUES,3072,922,1961,109,80,0,0
PIAUI,GUADALUPE,4804,1417,3163,168,56,0,0
PIAUI,GUARIBAS,1192,372,790,27,3,0,0
PIAUI,HUGO NAPOLEAO,1667,432,1212,18,5,0,0
PIAUI,ILHA GRANDE,3162,686,2430,37,9,0,0
PIAUI,INHUMA,6270,2276,3725,221,47,1,0
PIAUI,IPIRANGA DO PIAUI,3047,1204,1679,127,37,0,0
PIAUI,ISAIAS COELHO,1768,580,1088,63,37,0,0
PIAUI,ITAINOPOLIS,3987,1333,2461,156,37,0,0
PIAUI,ITAUEIRA,4034,1107,2712,135,80,0,0
PIAUI,JACOBINA DO PIAUI,3409,1044,2222,124,19,0,0
PIAUI,JAICOS,7734,2807,4569,272,86,0,0
PIAUI,JARDIM DO MULATO,907,286,602,14,5,0,0
PIAUI,JATOBA DO PIAUI,1733,559,1091,68,15,0,0
PIAUI,JERUMENHA,1207,393,766,39,9,0,0
PIAUI,JOAO COSTA,710,206,480,22,2,0,0
PIAUI,JOAQUIM PIRES,2961,985,1867,100,9,0,0
PIAUI,JOCA MARQUES,1176,336,808,30,2,0,0
PIAUI,JOSE DE FREITAS,17303,4520,12213,465,104,1,0
PIAUI,JUAZEIRO DO PIAUI,1072,335,689,43,5,0,0
PIAUI,JULIO BORGES,1187,427,569,78,113,0,0
PIAUI,JUREMA,1011,416,522,69,4,0,0
PIAUI,LAGOA ALEGRE,2306,578,1615,97,16,0,0
PIAUI,LAGOA DE SAO FRANCISCO,1840,543,1264,33,0,0,0
PIAUI,LAGOA DO BARRO DO PIAUI,1455,838,521,93,3,0,0
PIAUI,LAGOA DO PIAUI,1075,302,716,45,12,0,0
PIAUI,LAGOA DO SITIO,1115,409,665,35,6,0,0
PIAUI,LAGOINHA DO PIAUI,1180,314,840,20,6,0,0
PIAUI,LANDRI SALES,1627,372,1164,56,35,0,0
PIAUI,LUIS CORREIA,11112,3312,7480,223,97,0,0
PIAUI,LUZILANDIA,10944,3085,7489,320,50,0,0
PIAUI,MADEIRO,1369,424,914,31,0,0,0
PIAUI,MANOEL EMIDIO,1582,530,998,44,10,0,0
PIAUI,MARCOLANDIA,7946,4064,2850,865,167,0,0
PIAUI,MARCOS PARENTE,1267,325,893,36,13,0,0
PIAUI,MASSAPE DO PIAUI,1500,541,903,51,5,0,0
PIAUI,MATIAS OLIMPIO,2079,799,1183,76,21,0,0
PIAUI,MIGUEL ALVES,6187,1465,4542,169,11,0,0
PIAUI,MIGUEL LEAO,388,118,251,15,4,0,0
PIAUI,MILTON BRANDAO,1645,611,999,35,0,0,0
PIAUI,MONSENHOR GIL,2530,714,1712,81,23,0,0
PIAUI,MONSENHOR HIPOLITO,2500,1360,1013,95,32,0,0
PIAUI,MONTE ALEGRE DO PIAUI,2345,877,1296,96,76,0,0
PIAUI,MORRO CABECA NO TEMPO,522,191,307,22,2,0,0
PIAUI,MORRO DO CHAPEU DO PIAUI,1326,451,827,45,3,0,0
PIAUI,MURICI DOS PORTELAS,1388,405,932,47,4,0,0
PIAUI,NAZARE DO PIAUI,2127,631,1403,67,26,0,0
PIAUI,NAZARIA,1809,572,1141,73,23,0,0
PIAUI,NOSSA SENHORA DE NAZARE,1705,539,1102,57,7,0,0
PIAUI,NOSSA SENHORA DOS REMEDIOS,1850,394,1409,44,3,0,0
PIAUI,NOVA SANTA RITA,1116,417,672,25,2,0,0
PIAUI,NOVO ORIENTE DO PIAUI,2185,695,1421,57,12,0,0
PIAUI,NOVO SANTO ANTONIO,849,261,553,33,2,0,0
PIAUI,OEIRAS,21974,6145,14105,896,827,1,0
PIAUI,OLHO D'AGUA DO PIAUI,1064,202,842,17,3,0,0
PIAUI,PADRE MARCOS,2760,1328,1193,175,64,0,0
PIAUI,PAES LANDIM,1142,451,646,41,4,0,0
PIAUI,PAJEU DO PIAUI,773,347,389,33,4,0,0
PIAUI,PALMEIRA DO PIAUI,1866,726,1017,89,34,0,0
PIAUI,PALMEIRAIS,2279,558,1657,60,4,0,0
PIAUI,PAQUETA,1120,371,695,43,11,0,0
PIAUI,PARNAGUA,1830,477,1280,53,20,0,0
PIAUI,PARNAIBA,117728,43786,70178,2388,1370,6,0
PIAUI,PASSAGEM FRANCA DO PIAUI,1001,239,738,18,6,0,0
PIAUI,PATOS DO PIAUI,1276,510,706,52,8,0,0
PIAUI,PAU D'ARCO DO PIAUI,1045,246,774,20,5,0,0
PIAUI,PAULISTANA,16792,4969,10293,1333,197,0,0
PIAUI,PAVUSSU,942,292,614,31,5,0,0
PIAUI,PEDRO II,15967,5238,10355,311,63,0,0
PIAUI,PEDRO LAURENTINO,674,322,324,25,3,0,0
PIAUI,PICOS,71380,24052,43487,2823,1015,3,0
PIAUI,PIMENTEIRAS,2047,736,1215,86,10,0,0
PIAUI,PIO IX,5767,2572,2834,273,88,0,0
PIAUI,PIRACURUCA,17288,5466,11007,576,239,0,0
PIAUI,PIRIPIRI,41186,10920,29098,829,338,1,0
PIAUI,PORTO,2084,508,1507,55,14,0,0
PIAUI,PORTO ALEGRE DO PIAUI,527,110,387,28,2,0,0
PIAUI,PRATA DO PIAUI,803,204,572,21,6,0,0
PIAUI,QUEIMADA NOVA,2895,1361,1297,211,26,0,0
PIAUI,REDENCAO DO GURGUEIA,2443,684,1647,69,43,0,0
PIAUI,REGENERACAO,6186,1739,4149,212,86,0,0
