state,municipality,total_fleet,CARRO,MOTO,PESADO,IMPLEMENTO,NAO_CLASSIFICADO,OUTRO
SAO PAULO,CHAVANTES,7081,5295,1184,297,288,17,0
SAO PAULO,CLEMENTINA,6357,3679,1393,546,734,5,0
SAO PAULO,COLINA,15027,9288,4094,746,885,14,0
SAO PAULO,COLOMBIA,4899,3426,735,406,329,3,0
SAO PAULO,CONCHAL,23545,15235,5856,1589,797,68,0
SAO PAULO,CONCHAS,12923,9556,2356,614,366,31,0
SAO PAULO,CORDEIROPOLIS,22420,14770,4363,1898,1337,52,0
SAO PAULO,COROADOS,3920,2524,961,225,204,6,0
SAO PAULO,CORONEL MACEDO,2410,1708,424,177,101,0,0
SAO PAULO,CORUMBATAI,3507,2226,609,411,259,2,0
SAO PAULO,COSMOPOLIS,48648,33567,11384,2135,1420,142,0
SAO PAULO,COSMORAMA,7251,4771,1627,517,325,11,0
SAO PAULO,COTIA,193817,147250,37987,5996,2453,131,0
SAO PAULO,CRAVINHOS,29311,19907,5638,1878,1794,94,0
SAO PAULO,CRISTAIS PAULISTA,6101,4421,975,338,355,12,0
SAO PAULO,CRUZALIA,1752,1213,292,151,90,6,0
SAO PAULO,CRUZEIRO,49511,34067,13216,1207,890,131,0
SAO PAULO,CUBATAO,68224,39346,16927,6340,5480,131,0
SAO PAULO,CUNHA,17021,10627,5467,704,202,21,0
SAO PAULO,DESCALVADO,30373,20163,6582,2179,1404,45,0
SAO PAULO,DIADEMA,259611,175626,70177,8442,4940,426,0
SAO PAULO,DIRCE REIS,1177,751,296,74,55,1,0
SAO PAULO,DIVINOLANDIA,10791,8151,1668,714,249,9,0
SAO PAULO,DOBRADA,5431,3629,1401,229,158,14,0
SAO PAULO,DOIS CORREGOS,21613,14456,4523,1537,1024,73,0
SAO PAULO,DOLCINOPOLIS,2047,1408,360,104,171,4,0
SAO PAULO,DOURADO,7063,5196,1068,434,344,21,0
SAO PAULO,DRACENA,41992,26514,11520,1814,2093,51,0
SAO PAULO,DUARTINA,9363,6811,1695,474,350,33,0
SAO PAULO,DUMONT,6854,4849,915,644,433,13,0
SAO PAULO,ECHAPORA,4116,3153,524,303,133,3,0
SAO PAULO,ELDORADO,6887,4227,1928,487,244,1,0
SAO PAULO,ELIAS FAUSTO,11919,7717,3141,699,347,15,0
SAO PAULO,ELISIARIO,2090,1465,394,104,122,5,0
SAO PAULO,EMBAUBA,1632,1241,186,115,85,5,0
SAO PAULO,EMBU DAS ARTES,152398,101779,41019,5708,3794,98,0
SAO PAULO,EMBU-GUACU,48821,36162,9307,2710,626,16,0
SAO PAULO,EMILIANOPOLIS,2142,1469,496,94,80,3,0
SAO PAULO,ENGENHEIRO COELHO,14275,9119,3769,926,431,30,0
SAO PAULO,ESPIRITO SANTO DO PINHAL,35786,25409,8625,1148,557,47,0
SAO PAULO,ESPIRITO SANTO DO TURVO,2968,2158,394,240,157,19,0
SAO PAULO,ESTIVA GERBI,9549,6196,2344,573,374,62,0
SAO PAULO,ESTRELA D'OESTE,8017,4823,1928,584,638,44,0
SAO PAULO,ESTRELA DO NORTE,1513,1257,158,48,48,2,0
SAO PAULO,EUCLIDES DA CUNHA PAULISTA,5422,3469,1482,227,239,5,0
SAO PAULO,FARTURA,11842,8546,2214,571,486,25,0
SAO PAULO,FERNANDO PRESTES,5154,3606,762,477,300,9,0
SAO PAULO,FERNANDOPOLIS,71448,42780,21706,2622,4066,274,0
SAO PAULO,FERNAO,1097,764,214,73,46,0,0
SAO PAULO,FERRAZ DE VASCONCELOS,89436,69791,15747,3120,708,70,0
SAO PAULO,FLORA RICA,1057,784,155,65,53,0,0
SAO PAULO,FLOREAL,2299,1627,397,128,133,14,0
SAO PAULO,FLORIDA PAULISTA,8159,5718,1239,704,470,28,0
SAO PAULO,FLORINEA,1796,1290,312,101,91,2,0
SAO PAULO,FRANCA,318316,222978,79461,6943,7802,1131,1
SAO PAULO,FRANCISCO MORATO,69755,51592,16549,1173,363,78,0
SAO PAULO,FRANCO DA ROCHA,78471,58943,15984,2252,1240,52,0
SAO PAULO,GABRIEL MONTEIRO,2237,1486,466,169,111,5,0
SAO PAULO,GALIA,4542,3160,843,319,211,9,0
SAO PAULO,GARCA,34791,23220,9282,1269,954,66,0
SAO PAULO,GASTAO VIDIGAL,2839,1922,623,171,119,4,0
SAO PAULO,GAVIAO PEIXOTO,3056,2253,309,327,165,2,0
SAO PAULO,GENERAL SALGADO,8992,6143,1553,616,655,25,0
SAO PAULO,GETULINA,5822,4234,1081,287,215,5,0
SAO PAULO,GLICERIO,2962,1896,640,269,153,4,0
SAO PAULO,GUAICARA,7606,4733,2016,253,599,5,0
SAO PAULO,GUAIMBE,3144,2400,444,202,90,8,0
SAO PAULO,GUAIRA,36168,21219,9097,2695,3123,34,0
SAO PAULO,GUAPIACU,16721,10874,4326,804,705,12,0
SAO PAULO,GUAPIARA,9753,6183,2701,639,216,14,0
SAO PAULO,GUARA,12721,8756,2598,724,629,14,0
SAO PAULO,GUARACAI,6531,4349,1513,373,289,7,0
SAO PAULO,GUARACI,7686,5031,1525,472,649,9,0
SAO PAULO,GUARANI D'OESTE,1522,1014,305,85,111,7,0
SAO PAULO,GUARANTA,4226,2849,828,213,324,12,0
SAO PAULO,GUARARAPES,27068,15768,8176,1371,1726,27,0
SAO PAULO,GUARAREMA,24145,17302,4730,1159,926,28,0
SAO PAULO,GUARATINGUETA,86645,60842,21952,2343,1254,254,0
SAO PAULO,GUAREI,8640,5633,2200,618,181,8,0
SAO PAULO,GUARIBA,26833,18322,6020,1524,878,89,0
SAO PAULO,GUARUJA,176522,89318,77311,5713,4029,151,0
SAO PAULO,GUARULHOS,869756,648535,155900,41059,23249,1013,0
SAO PAULO,GUATAPARA,4478,3298,658,326,183,13,0
SAO PAULO,GUZOLANDIA,3134,2335,469,179,146,5,0
SAO PAULO,HERCULANDIA,7059,4587,1364,737,363,8,0
SAO PAULO,HOLAMBRA,13873,9598,2867,888,500,20,0
SAO PAULO,HORTOLANDIA,163590,122822,31957,5580,2897,334,0
SAO PAULO,IACANGA,8655,5834,1554,516,726,25,0
SAO PAULO,IACRI,4478,3077,842,343,209,7,0
SAO PAULO,IARAS,3276,2311,674,176,110,5,0
SAO PAULO,IBATE,24525,17011,4749,1809,903,53,0
SAO PAULO,IBIRA,8672,6233,1714,321,393,11,0
SAO PAULO,IBIRAREMA,4715,3075,942,388,307,3,0
SAO PAULO,IBITINGA,54442,34079,16104,1989,2181,89,0
SAO PAULO,IBIUNA,66499,46734,14938,3425,1356,45,1
SAO PAULO,ICEM,5879,4007,1000,427,438,7,0
SAO PAULO,IEPE,5630,3896,1063,360,301,10,0
SAO PAULO,IGARACU DO TIETE,16103,11174,3679,674,538,38,0
SAO PAULO,IGARAPAVA,18765,13724,2747,1020,1246,28,0
SAO PAULO,IGARATA,8503,6232,1693,282,290,6,0
SAO PAULO,IGUAPE,14051,9381,3690,495,469,16,0
SAO PAULO,ILHA COMPRIDA,8423,5517,2150,395,359,2,0
SAO PAULO,ILHA SOLTEIRA,22902,13777,7300,509,1256,60,0
SAO PAULO,ILHABELA,29585,16394,11990,659,533,9,0
SAO PAULO,INDAIATUBA,249876,174742,63321,7925,3633,255,0
SAO PAULO,INDIANA,3730,2606,738,215,163,8,0
SAO PAULO,INDIAPORA,3351,2426,584,139,190,12,0
SAO PAULO,INUBIA PAULISTA,2555,1875,428,112,134,6,0
SAO PAULO,IPAUSSU,8421,5852,1769,401,391,8,0
SAO PAULO,IPERO,16213,11291,4002,495,414,11,0
SAO PAULO,IPEUNA,5547,3914,1006,330,281,16,0
SAO PAULO,IPIGUA,3703,2536,773,167,226,1,0
SAO PAULO,IPORANGA,1533,1049,378,73,30,3,0
SAO PAULO,IPUA,9729,6730,2133,537,320,9,0
SAO PAULO,IRACEMAPOLIS,20401,13266,4256,1458,1351,70,0
SAO PAULO,IRAPUA,5008,3578,772,374,276,8,0
SAO PAULO,IRAPURU,4028,3008,628,197,189,6,0
SAO PAULO,ITABERA,12040,7488,2898,849,794,11,0
SAO PAULO,ITAI,17792,12863,2701,1234,970,24,0
SAO PAULO,ITAJOBI,15018,10358,2952,993,693,22,0
SAO PAULO,ITAJU,2111,1545,300,170,91,5,0
SAO PAULO,ITANHAEM,63886,42856,16902,2288,1795,45,0
SAO PAULO,ITAOCA,1488,908,483,68,27,2,0
SAO PAULO,ITAPECERICA DA SERRA,102016,70096,24718,5127,1977,98,0
SAO PAULO,ITAPETININGA,124549,76923,38217,5205,3962,242,0
SAO PAULO,ITAPEVA,75502,47326,19005,4805,4247,119,0
SAO PAULO,ITAPEVI,132348,91997,34923,3846,1475,107,0
SAO PAULO,ITAPIRA,68405,41952,22383,2553,1277,240,0
SAO PAULO,ITAPIRAPUA PAULISTA,2063,1204,714,111,34,0,0
SAO PAULO,ITAPOLIS,39278,26647,8676,2272,1558,125,0
SAO PAULO,ITAPORANGA,9440,6233,2083,590,516,18,0
SAO PAULO,ITAPUI,9280,6120,2200,695,248,17,0
SAO PAULO,ITAPURA,2228,1536,421,95,176,0,0
SAO PAULO,ITAQUAQUECETUBA,179150,135404,34864,5985,2828,69,0
SAO PAULO,ITARARE,30898,20345,7597,1825,1092,39,0
SAO PAULO,ITARIRI,6650,4275,1445,684,244,2,0
SAO PAULO,ITATIBA,103145,76158,20582,4029,2156,220,0
SAO PAULO,ITATINGA,12605,9222,2132,692,549,10,0
SAO PAULO,ITIRAPINA,11701,8164,2090,807,613,27,0
SAO PAULO,ITIRAPUA,3815,2986,584,157,83,5,0
SAO PAULO,ITOBI,5790,3773,1472,432,105,8,0
SAO PAULO,ITU,151303,106374,33026,7066,4621,216,0
SAO PAULO,ITUPEVA,56736,39118,10640,4216,2716,46,0
SAO PAULO,ITUVERAVA,32219,20913,8142,1514,1585,65,0
SAO PAULO,JABORANDI,4996,2918,1424,400,253,1,0
SAO PAULO,JABOTICABAL,67710,42689,18868,2969,2765,419,0
SAO PAULO,JACAREI,172598,128671,33227,5479,4734,487,0
SAO PAULO,JACI,6266,4140,1354,381,388,3,0
SAO PAULO,JACUPIRANGA,11194,6560,2915,1120,555,44,0
SAO PAULO,JAGUARIUNA,51996,34861,14125,1762,1080,168,0
SAO PAULO,JALES,54189,30546,18146,1989,3331,177,0
SAO PAULO,JAMBEIRO,4062,3007,632,275,144,4,0
SAO PAULO,JANDIRA,72861,51831,17920,2196,868,46,0
SAO PAULO,JARDINOPOLIS,32216,21742,7011,1928,1458,77,0
SAO PAULO,JARINU,28647,20959,5985,1026,642,35,0
SAO PAULO,JAU,120527,78817,33564,4292,3448,406,0
SAO PAULO,JERIQUARA,2477,1842,333,179,121,2,0
SAO PAULO,JOANOPOLIS,12935,8492,3482,693,264,4,0
SAO PAULO,JOAO RAMALHO,2411,1804,407,134,62,4,0
SAO PAULO,JOSE BONIFACIO,37024,20950,11246,2098,2641,89,0
SAO PAULO,JULIO MESQUITA,2235,1713,319,92,108,3,0
SAO PAULO,JUMIRIM,2153,1554,309,200,90,0,0
SAO PAULO,JUNDIAI,388940,294773,66790,14713,11960,703,1
SAO PAULO,JUNQUEIROPOLIS,15604,10031,3776,945,826,26,0
SAO PAULO,JUQUIA,10229,6812,2327,722,344,24,0
SAO PAULO,JUQUITIBA,20711,15466,3672,1124,432,17,0
SAO PAULO,LAGOINHA,4579,2768,1520,234,53,4,0
SAO PAULO,LARANJAL PAULISTA,22573,15693,4446,1558,798,78,0
SAO PAULO,LAVINIA,3382,2165,880,155,180,2,0
SAO PAULO,LAVRINHAS,4322,2961,1139,146,68,8,0
SAO PAULO,LEME,89280,53333,29018,4542,2265,122,0
SAO PAULO,LENCOIS PAULISTA,61721,39578,14394,3931,3679,139,0
SAO PAULO,LIMEIRA,265299,182450,61226,10740,9534,1349,0
SAO PAULO,LINDOIA,6676,4623,1573,331,141,8,0
SAO PAULO,LINS,69687,40926,18972,3907,5747,135,0
SAO PAULO,LORENA,56042,38202,15156,1529,1049,106,0
SAO PAULO,LOURDES,1404,940,374,54,33,3,0
SAO PAULO,LOUVEIRA,42638,28438,11032,2037,1089,42,0
SAO PAULO,LUCELIA,15010,9643,3631,911,797,28,0
SAO PAULO,LUCIANOPOLIS,1660,1283,195,113,63,6,0
SAO PAULO,LUIS ANTONIO,9079,6280,1272,806,705,16,0
SAO PAULO,LUIZIANIA,2883,1932,641,182,125,3,0
SAO PAULO,LUPERCIO,2272,1715,399,104,51,3,0
SAO PAULO,LUTECIA,1825,1388,260,110,65,2,0
SAO PAULO,MACATUBA,13013,8921,2588,754,699,51,0
SAO PAULO,MACAUBAL,6533,4523,1366,264,366,14,0
SAO PAULO,MACEDONIA,2689,1885,528,107,164,5,0
SAO PAULO,MAGDA,2622,1894,341,202,174,11,0
SAO PAULO,MAIRINQUE,39593,29385,8364,1170,632,42,0
SAO PAULO,MAIRIPORA,68342,50912,12918,3014,1458,40,0
SAO PAULO,MANDURI,8192,5792,1400,570,407,23,0
SAO PAULO,MARABA PAULISTA,2271,1583,500,102,80,6,0
SAO PAULO,MARACAI,10688,6758,2676,641,588,25,0
SAO PAULO,MARAPOAMA,3780,1977,588,289,925,1,0
SAO PAULO,MARIAPOLIS,2098,1498,437,103,56,4,0
SAO PAULO,MARILIA,199026,131726,55124,6207,5036,933,0
SAO PAULO,MARINOPOLIS,1551,997,330,90,130,4,0
SAO PAULO,MARTINOPOLIS,18109,12384,3759,978,949,39,0
SAO PAULO,MATAO,78167,50674,20395,3269,3594,235,0
SAO PAULO,MAUA,275157,206781,56569,8319,3233,255,0
SAO PAULO,MENDONCA,4842,3124,825,326,561,6,0
SAO PAULO,MERIDIANO,4023,2311,668,377,660,7,0
SAO PAULO,MESOPOLIS,1351,882,286,65,114,4,0
SAO PAULO,MIGUELOPOLIS,14155,9579,3295,522,732,27,0
SAO PAULO,MINEIROS DO TIETE,8517,6210,1307,499,482,19,0
SAO PAULO,MIRA ESTRELA,2360,1732,330,116,176,6,0
SAO PAULO,MIRACATU,12045,7468,2980,1140,444,13,0
SAO PAULO,MIRANDOPOLIS,21493,12823,5849,1221,1584,16,0
SAO PAULO,MIRANTE DO PARANAPANEMA,11335,7317,2574,737,694,13,0
SAO PAULO,MIRASSOL,56169,37111,14367,2090,2517,84,0
SAO PAULO,MIRASSOLANDIA,3311,2302,675,163,168,3,0
SAO PAULO,MOCOCA,54772,35898,14602,2547,1624,101,0
SAO PAULO,MOGI DAS CRUZES,305371,233205,46548,11604,13632,382,0
SAO PAULO,MOGI-GUACU,142388,89708,41940,5459,4667,614,0
SAO PAULO,MOGI-MIRIM,87654,58409,23493,3355,2090,307,0
SAO PAULO,MOMBUCA,2886,1984,508,230,162,2,0
SAO PAULO,MONCOES,2085,1177,325,160,419,4,0
SAO PAULO,MONGAGUA,32579,23144,7589,1018,819,9,0
SAO PAULO,MONTE ALEGRE DO SUL,7721,5075,2075,426,135,10,0
SAO PAULO,MONTE ALTO,47753,26853,17536,2228,967,169,0
SAO PAULO,MONTE APRAZIVEL,19885,13390,3985,1293,1171,46,0
SAO PAULO,MONTE AZUL PAULISTA,16783,11072,3979,1012,692,28,0
SAO PAULO,MONTE CASTELO,3170,2088,664,233,183,2,0
SAO PAULO,MONTE MOR,46455,34150,8875,2000,1346,84,0
SAO PAULO,MONTEIRO LOBATO,3668,2528,745,314,51,30,0
SAO PAULO,MORRO AGUDO,22624,13145,6219,1578,1621,61,0
SAO PAULO,MORUNGABA,12845,9677,2165,665,317,21,0
SAO PAULO,MOTUCA,2962,2083,503,214,144,18,0
SAO PAULO,MURUTINGA DO SUL,2958,1977,682,158,138,3,0
SAO PAULO,NANTES,1474,1131,145,91,107,0,0
SAO PAULO,NARANDIBA,3428,2397,576,196,258,1,0
SAO PAULO,NATIVIDADE DA SERRA,3832,2586,903,247,93,3,0
SAO PAULO,NAZARE PAULISTA,16260,10823,3821,1147,457,12,0
SAO PAULO,NEVES PAULISTA,7205,5247,1288,312,353,5,0
SAO PAULO,NHANDEARA,8775,6190,1680,382,494,29,0
SAO PAULO,NIPOA,3788,2537,734,208,303,6,0
SAO PAULO,NOVA ALIANCA,5059,3623,887,283,262,4,0
SAO PAULO,NOVA CAMPINA,4238,2739,1099,262,136,2,0
SAO PAULO,NOVA CANAA PAULISTA,1469,1053,241,56,112,7,0
SAO PAULO,NOVA CASTILHO,899,661,143,44,48,3,0
SAO PAULO,NOVA EUROPA,6997,4960,895,572,559,11,0
SAO PAULO,NOVA GRANADA,16868,10402,4174,1076,1191,25,0
SAO PAULO,NOVA GUATAPORANGA,1571,1077,306,92,94,2,0
SAO PAULO,NOVA INDEPENDENCIA,3197,2007,466,173,551,0,0
SAO PAULO,NOVA LUZITANIA,2179,1604,368,90,113,4,0
SAO PAULO,NOVA ODESSA,54628,39943,11647,1755,1070,213,0
SAO PAULO,NOVAIS,3265,2043,603,337,277,5,0
SAO PAULO,NOVO HORIZONTE,35673,21711,9214,2324,2325,99,0
SAO PAULO,NUPORANGA,5771,4126,701,684,246,14,0
SAO PAULO,OCAUCU,3056,2223,499,210,121,3,0
SAO PAULO,OLEO,1705,1299,251,88,66,1,0
SAO PAULO,OLIMPIA,50167,33022,13189,1722,2171,63,0
SAO PAULO,ONDA VERDE,3205,2037,478,320,364,6,0
SAO PAULO,ORIENTE,4114,2899,670,223,316,6,0
SAO PAULO,ORINDIUVA,5709,3858,597,488,757,9,0
SAO PAULO,ORLANDIA,39222,23235,11988,2289,1614,96,0
SAO PAULO,OSASCO,516172,382449,107736,18009,6915,1063,0
SAO PAULO,OSCAR BRESSANE,1703,1304,236,103,58,2,0
SAO PAULO,OSVALDO CRUZ,27582,16555,7136,1625,2153,113,0
SAO PAULO,OURINHOS,91931,56380,27816,3985,3545,205,0
SAO PAULO,OURO VERDE,5199,3533,1096,293,270,7,0
SAO PAULO,OUROESTE,8921,5847,1618,691,750,15,0
SAO PAULO,PACAEMBU,8301,5839,1401,474,577,10,0
SAO PAULO,PALESTINA,8359,6193,1189,398,574,5,0
SAO PAULO,PALMARES PAULISTA,6152,4127,1285,344,390,6,0
SAO PAULO,PALMEIRA D'OESTE,8589,5737,1740,413,673,26,0
SAO PAULO,PALMITAL,18224,11892,3873,1264,1176,19,0
SAO PAULO,PANORAMA,11962,6847,3559,669,877,10,0
SAO PAULO,PARAGUACU PAULISTA,35755,21315,9930,1874,2593,43,0
SAO PAULO,PARAIBUNA,13399,9521,2935,603,322,18,0
SAO PAULO,PARAISO,5177,3442,646,426,659,4,0
SAO PAULO,PARANAPANEMA,14685,10141,2297,1189,1037,21,0
SAO PAULO,PARANAPUA,3464,2263,765,203,228,5,0
SAO PAULO,PARAPUA,8162,5366,1628,634,519,15,0
SAO PAULO,PARDINHO,5764,4135,867,394,360,8,0
SAO PAULO,PARIQUERA-ACU,12488,7505,3702,701,572,8,0
SAO PAULO,PARISI,2124,1373,529,100,119,3,0
SAO PAULO,PATROCINIO PAULISTA,10032,7294,1507,628,594,9,0
SAO PAULO,PAULICEIA,6973,4054,1720,549,646,4,0
SAO PAULO,PAULINIA,101382,72319,15044,6312,7462,245,0
SAO PAULO,PAULISTANIA,1274,913,176,113,71,1,0
SAO PAULO,PAULO DE FARIA,4886,3684,648,292,261,1,0
SAO PAULO,PEDERNEIRAS,38786,24262,11073,1954,1386,111,0
SAO PAULO,PEDRA BELA,6012,3935,1495,417,163,2,0
SAO PAULO,PEDRANOPOLIS,2225,1462,499,102,154,8,0
SAO PAULO,PEDREGULHO,11803,8965,1796,627,388,27,0
SAO PAULO,PEDREIRA,42555,24102,16549,1295,551,58,0
SAO PAULO,PEDRINHAS PAULISTA,2676,1776,452,281,158,9,0
SAO PAULO,PEDRO DE TOLEDO,5073,3427,1108,341,189,8,0
SAO PAULO,PENAPOLIS,61393,33869,21361,2863,3216,84,0
SAO PAULO,PEREIRA BARRETO,20216,12135,5773,820,1454,34,0
SAO PAULO,PEREIRAS,5424,3682,1131,410,190,11,0
SAO PAULO,PERUIBE,47865,32588,12582,1371,1285,39,0
SAO PAULO,PIACATU,3984,2768,839,207,166,4,0
SAO PAULO,PIEDADE,46642,30514,12335,2564,1177,52,0
SAO PAULO,PILAR DO SUL,28542,18468,6857,1943,1259,15,0
SAO PAULO,PINDAMONHANGABA,116376,80963,28617,4000,2656,139,1
SAO PAULO,PINDORAMA,11023,7807,2245,571,391,9,0
SAO PAULO,PINHALZINHO,13445,9884,2559,719,272,11,0
SAO PAULO,PIQUEROBI,2219,1562,446,126,85,0,0
SAO PAULO,PIQUETE,7482,5492,1584,260,133,13,0
SAO PAULO,PIRACAIA,24417,16557,6439,901,502,18,0
SAO PAULO,PIRACICABA,373614,265109,80623,14060,11761,2061,0
SAO PAULO,PIRAJU,24225,17076,5183,871,1001,94,0
SAO PAULO,PIRAJUI,15327,10753,3395,567,588,24,0
SAO PAULO,PIRANGI,9468,6276,1607,830,748,7,0
SAO PAULO,PIRAPORA DO BOM JESUS,11387,7918,2761,575,130,3,0
SAO PAULO,PIRAPOZINHO,19931,12756,5228,980,932,35,0
SAO PAULO,PIRASSUNUNGA,66895,44277,17100,2473,2846,199,0
SAO PAULO,PIRATININGA,11571,8604,1862,562,507,36,0
SAO PAULO,PITANGUEIRAS,25593,15285,6797,1807,1662,42,0
SAO PAULO,PLANALTO,3954,2200,680,406,665,3,0
SAO PAULO,PLATINA,1884,1289,384,137,74,0,0
SAO PAULO,POA,65970,51981,11137,1820,987,45,0
SAO PAULO,POLONI,4412,3043,750,333,278,8,0
SAO PAULO,POMPEIA,16779,12061,3613,586,483,36,0
SAO PAULO,PONGAI,2819,2148,359,132,174,6,0
SAO PAULO,PONTAL,26356,16486,5587,2227,2002,54,0
SAO PAULO,PONTALINDA,2405,1540,614,127,121,3,0
SAO PAULO,PONTES GESTAL,1946,1319,243,115,267,2,0
SAO PAULO,POPULINA,3025,2185,530,103,202,5,0
SAO PAULO,PORANGABA,7191,5127,1541,339,175,9,0
SAO PAULO,PORTO FELIZ,44087,30552,10046,2216,1207,66,0
SAO PAULO,PORTO FERREIRA,50045,30134,15528,2335,1959,89,0
SAO PAULO,POTIM,9398,6034,2988,222,144,10,0
SAO PAULO,POTIRENDABA,16256,10742,3250,1001,1246,17,0
SAO PAULO,PRACINHA,955,680,211,45,17,2,0
SAO PAULO,PRADOPOLIS,13207,8267,2306,1315,1313,6,0
SAO PAULO,PRAIA GRANDE,203739,130281,64738,4474,4178,68,0
SAO PAULO,PRATANIA,5072,2795,663,647,957,10,0
SAO PAULO,PRESIDENTE ALVES,2675,1934,406,198,128,9,0
SAO PAULO,PRESIDENTE BERNARDES,10086,6975,2062,536,495,18,0
SAO PAULO,PRESIDENTE EPITACIO,35287,20804,11095,1322,2023,43,0
SAO PAULO,PRESIDENTE PRUDENTE,199353,132426,51788,6815,7452,872,0
SAO PAULO,PRESIDENTE VENCESLAU,32084,19222,9940,1283,1594,45,0
SAO PAULO,PROMISSAO,30043,18499,8288,1493,1727,36,0
SAO PAULO,QUADRA,2200,1376,589,160,74,1,0
SAO PAULO,QUATA,9852,6649,1950,598,647,8,0
SAO PAULO,QUEIROZ,1887,1406,319,85,77,0,0
SAO PAULO,QUELUZ,4973,3411,1153,292,112,5,0
SAO PAULO,QUINTANA,4593,3228,727,390,241,7,0
SAO PAULO,RAFARD,7982,4876,1704,390,997,15,0
SAO PAULO,RANCHARIA,23536,15518,5679,1270,1039,30,0
SAO PAULO,REDENCAO DA SERRA,2818,1824,676,248,66,4,0
SAO PAULO,REGENTE FEIJO,15921,10980,3265,838,819,19,0
SAO PAULO,REGINOPOLIS,4234,3081,678,199,268,8,0
SAO PAULO,REGISTRO,43489,26443,13187,2201,1615,43,0
SAO PAULO,RESTINGA,4884,3277,1120,315,164,8,0
SAO PAULO,RIBEIRA,1299,763,393,107,33,3,0
SAO PAULO,RIBEIRAO BONITO,8595,5942,1500,659,472,22,0
SAO PAULO,RIBEIRAO BRANCO,9295,5721,2697,668,201,8,0
SAO PAULO,RIBEIRAO CORRENTE,3424,2356,691,269,104,4,0
SAO PAULO,RIBEIRAO DO SUL,3569,2356,741,271,199,2,0
SAO PAULO,RIBEIRAO DOS INDIOS,1481,893,475,68,45,0,0
SAO PAULO,RIBEIRAO GRANDE,4866,2818,1776,166,105,1,0
SAO PAULO,RIBEIRAO PIRES,81617,65548,10051,4534,1422,62,0
SAO PAULO,RIBEIRAO PRETO,627611,414979,168880,22096,19296,2359,1
SAO PAULO,RIFAINA,3471,2550,496,153,269,3,0
SAO PAULO,RINCAO,6901,4857,1064,513,452,15,0
SAO PAULO,RINOPOLIS,8274,4885,1522,695,1148,24,0
SAO PAULO,RIO CLARO,198974,120123,67846,5767,4334,904,0
SAO PAULO,RIO DAS PEDRAS,25835,17908,4755,1821,1308,43,0
SAO PAULO,RIO GRANDE DA SERRA,24130,18881,4023,895,317,14,0
SAO PAULO,RIOLANDIA,5548,3889,1123,255,273,8,0
SAO PAULO,RIVERSUL,3137,1892,910,214,118,3,0
SAO PAULO,ROSANA,11697,7645,2600,371,1062,19,0
SAO PAULO,ROSEIRA,6875,4763,1616,304,180,12,0
SAO PAULO,RUBIACEA,1698,1203,342,65,88,0,0
SAO PAULO,RUBINEIA,3208,2122,533,92,458,3,0
SAO PAULO,SABINO,3555,2296,891,128,235,5,0
SAO PAULO,SAGRES,1358,1019,250,41,42,6,0
SAO PAULO,SALES,4602,3256,768,210,363,5,0
SAO PAULO,SALES OLIVEIRA,9002,6343,1574,585,470,30,0
SAO PAULO,SALESOPOLIS,13731,9199,2943,1229,348,12,0
SAO PAULO,SALMOURAO,2453,1718,486,142,94,13,0
SAO PAULO,SALTINHO,7476,5420,873,648,507,28,0
SAO PAULO,SALTO,99726,72628,20496,4442,2023,137,0
SAO PAULO,SALTO DE PIRAPORA,32968,22948,7644,1445,908,23,0
SAO PAULO,SALTO GRANDE,5660,3860,1194,318,284,4,0
SAO PAULO,SANDOVALINA,2667,1900,427,175,164,1,0
SAO PAULO,SANTA ADELIA,13121,8318,2220,1030,1528,25,0
SAO PAULO,SANTA ALBERTINA,5179,3241,1070,270,593,5,0
SAO PAULO,SANTA BARBARA D'OESTE,166941,116705,41769,4197,3252,1018,0
SAO PAULO,SANTA BRANCA,8916,6873,1542,277,206,18,0
SAO PAULO,SANTA CLARA D'OESTE,1943,1260,382,108,190,3,0
SAO PAULO,SANTA CRUZ DA CONCEICAO,3525,2545,578,247,154,1,0
SAO PAULO,SANTA CRUZ DA ESPERANCA,1252,989,100,95,66,2,0
SAO PAULO,SANTA CRUZ DAS PALMEIRAS,22799,14330,5267,1750,1413,39,0
SAO PAULO,SANTA CRUZ DO RIO PARDO,41495,25612,10934,2847,2044,58,0
SAO PAULO,SANTA ERNESTINA,4064,2960,763,215,115,11,0
SAO PAULO,SANTA FE DO SUL,33758,20990,8450,1238,3002,78,0
SAO PAULO,SANTA GERTRUDES,20427,12348,5988,1307,734,50,0
SAO PAULO,SANTA ISABEL,38863,26488,9279,2227,841,28,0
SAO PAULO,SANTA LUCIA,4918,3571,949,242,149,7,0
SAO PAULO,SANTA MARIA DA SERRA,4586,3100,539,470,465,12,0
SAO PAULO,SANTA MERCEDES,2330,1505,357,228,224,16,0
SAO PAULO,SANTA RITA D'OESTE,2084,1444,414,73,147,6,0
SAO PAULO,SANTA RITA DO PASSA QUATRO,22231,16181,4318,933,756,43,0
SAO PAULO,SANTA ROSA DE VITERBO,19527,14609,3210,908,761,39,0
SAO PAULO,SANTA SALETE,1532,943,299,105,182,3,0
SAO PAULO,SANTANA DA PONTE PENSA,1299,928,226,54,89,2,0
SAO PAULO,SANTANA DE PARNAIBA,112124,85618,20684,3778,1990,54,0
SAO PAULO,SANTO ANASTACIO,16458,10020,4729,939,750,20,0
